"row_number","athlete_name","session_type","session_name","session_num","time","C_res_acc","C_peak_mag","C_f_time","C_Jump","C_jh","C_PL","C_acc_zone","C_acc_zone_time","C_ma_Peak","C_raw_peak_mag","C_active_time","L_res_acc","L_peak_mag","L_f_time","L_Jump","L_jh","L_PL","L_acc_zone","L_acc_zone_time","L_ma_Peak","L_raw_peak_mag","L_active_time","R_res_acc","R_peak_mag","R_f_time","R_Jump","R_jh","R_PL","R_acc_zone","R_acc_zone_time","R_ma_Peak","R_raw_peak_mag","R_active_time"
63.1,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.953958416775921,0,NA,0,NA,0.00319945614874357,0,1,0,0,0.953958416775921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.11,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.954424753242601,0,NA,0,NA,0.00209313761419387,0,1,0,0,0.954424753242601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.12,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.973317357985558,0,NA,0,NA,0.00563437139634207,0,1,0,0,0.973317357985558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.13,"Athlete 1","Training","",1,2021-10-25 00:03:31,1.01012106304141,0,NA,0,NA,0.00805558340750617,0,1.5,0,0,1.01012106304141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.14,"Athlete 1","Training","",1,2021-10-25 00:03:31,1.06045496785993,0,NA,0,NA,0.00818461806140206,0,1.5,0,0,1.06045496785993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.15,"Athlete 1","Training","",1,2021-10-25 00:03:31,1.11453591716544,0,NA,0,NA,0.00602076426657098,0,1.5,0,0,1.11453591716544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.16,"Athlete 1","Training","",1,2021-10-25 00:03:31,1.15943938191995,0,NA,0,NA,0.00277770204939766,0,1.5,0,0,1.15943938191995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.17,"Athlete 1","Training","",1,2021-10-25 00:03:31,1.18567852994072,0,NA,0,NA,0.00354855344754647,0,1.5,0,0,1.18567852994072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.18,"Athlete 1","Training","",1,2021-10-25 00:03:31,1.19287980680524,0,NA,0,NA,0.00655900035904091,0,1.5,0,0,1.19287980680524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.19,"Athlete 1","Training","",1,2021-10-25 00:03:31,1.18983382846,0,NA,0,NA,0.00791091909470893,0,1.5,0,0,1.18983382846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.2,"Athlete 1","Training","",1,2021-10-25 00:03:31,1.18822838599633,0,NA,0,NA,0.00705175008025786,0,1.5,0,0,1.18822838599633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.21,"Athlete 1","Training","",1,2021-10-25 00:03:31,1.19461560079437,0,NA,0,NA,0.00474138909114557,0,1.5,0,0,1.19461560079437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.22,"Athlete 1","Training","",1,2021-10-25 00:03:31,1.20774023473007,0,NA,0,NA,0.00396365257407507,0,1.5,0,0,1.20774023473007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.23,"Athlete 1","Training","",1,2021-10-25 00:03:31,1.2229647141272,0,NA,0,NA,0.00626328656322467,0,1.5,0,0,1.2229647141272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.24,"Athlete 1","Training","",1,2021-10-25 00:03:31,1.23775859756765,0,NA,0,NA,0.00815326873633581,0,1.5,0,0,1.23775859756765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.25,"Athlete 1","Training","",1,2021-10-25 00:03:31,1.25274420094322,0,NA,0,NA,0.00810982871209571,0,1.5,0,0,1.25274420094322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.26,"Athlete 1","Training","",1,2021-10-25 00:03:31,1.26929966011346,0,NA,0,NA,0.00605464551800479,0,1.5,0,0,1.26929966011346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.27,"Athlete 1","Training","",1,2021-10-25 00:03:31,1.28821450695238,0,NA,0,NA,0.00320569213866483,0,1.5,0,0,1.28821450695238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.28,"Athlete 1","Training","",1,2021-10-25 00:03:31,1.31126885088989,0,NA,0,NA,0.00377006379604057,0,1.5,0,0,1.31126885088989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.29,"Athlete 1","Training","",1,2021-10-25 00:03:31,1.3428598083236,0,NA,0,NA,0.00646448678161339,0,1.5,0,0,1.3428598083236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.3,"Athlete 1","Training","",1,2021-10-25 00:03:31,1.3878717249348,0,NA,0,NA,0.00790071767145024,0,1.5,0,0,1.3878717249348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.31,"Athlete 1","Training","",1,2021-10-25 00:03:31,1.44665814811256,0,NA,0,NA,0.00777793495626103,0,1.5,0,0,1.44665814811256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.32,"Athlete 1","Training","",1,2021-10-25 00:03:31,1.51300282349474,0,NA,0,NA,0.00708486158060734,0,2,0,0,1.51300282349474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.33,"Athlete 1","Training","",1,2021-10-25 00:03:31,1.57826780191268,0,NA,0,NA,0.00697595566409219,0,2,0,0,1.57826780191268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.34,"Athlete 1","Training","",1,2021-10-25 00:03:31,1.63745727814442,0,NA,0,NA,0.00727708885487752,0,2,0,0,1.63745727814442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.35,"Athlete 1","Training","",1,2021-10-25 00:03:31,1.69162490777732,0,NA,0,NA,0.00727249704260394,0,2,0,0,1.69162490777732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.36,"Athlete 1","Training","",1,2021-10-25 00:03:31,1.74612425450424,0,NA,0,NA,0.00713938873467137,0,2,0,0,1.74612425450424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.37,"Athlete 1","Training","",1,2021-10-25 00:03:31,1.80747990399104,0,NA,0,NA,0.00758551879636822,0,2,0,0,1.80747990399104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.38,"Athlete 1","Training","",1,2021-10-25 00:03:31,1.88058034287936,0,NA,0,NA,0.00860081623773811,0,2,0,0,1.88058034287936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.39,"Athlete 1","Training","",1,2021-10-25 00:03:31,1.96634355050862,0,NA,0,NA,0.0094783126756916,0,2,0,0,1.96634355050862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.4,"Athlete 1","Training","",1,2021-10-25 00:03:31,2.06053396918914,0,NA,0,NA,0.00977217037988876,0,2.5,0,0,2.06053396918914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.41,"Athlete 1","Training","",1,2021-10-25 00:03:31,2.1550216226623,0,NA,0,NA,0.00962947183757932,0,2.5,0,0,2.1550216226623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.42,"Athlete 1","Training","",1,2021-10-25 00:03:31,2.24142982379899,0,NA,0,NA,0.0094390064900232,0,2.5,0,0,2.24142982379899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.43,"Athlete 1","Training","",1,2021-10-25 00:03:31,2.31499870589559,0,NA,0,NA,0.00907982779959429,0,2.5,0,0,2.31499870589559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.44,"Athlete 1","Training","",1,2021-10-25 00:03:31,2.37581811407271,0,NA,0,NA,0.00782751232390627,0,2.5,0,0,2.37581811407271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.45,"Athlete 1","Training","",1,2021-10-25 00:03:31,2.42634194829765,0,NA,0,NA,0.00547133906298191,0,2.5,0,0,2.42634194829765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.46,"Athlete 1","Training","",1,2021-10-25 00:03:31,2.467305513565,0,NA,0,NA,0.0048045933968425,0,2.5,0,0,2.467305513565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.47,"Athlete 1","Training","",1,2021-10-25 00:03:31,2.49559371421114,0,NA,0,NA,0.00866802652708217,0,2.5,0,0,2.49559371421114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.48,"Athlete 1","Training","",1,2021-10-25 00:03:31,2.50508543178342,2.50508543178342,NA,0,NA,0.0133327794263865,3,3,1,2.50508543178342,2.50508543178342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.49,"Athlete 1","Training","",1,2021-10-25 00:03:31,2.48830722476786,0,NA,0,NA,0.0169308152301397,0,2.5,0,0,2.48830722476786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.5,"Athlete 1","Training","",1,2021-10-25 00:03:31,2.43731439867677,0,NA,0,NA,0.0192450584360122,0,2.5,0,0,2.43731439867677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.51,"Athlete 1","Training","",1,2021-10-25 00:03:31,2.34469322362987,0,NA,0,NA,0.0209331336345608,0,2.5,0,0,2.34469322362987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.52,"Athlete 1","Training","",1,2021-10-25 00:03:31,2.20550129603263,0,NA,0,NA,0.0228314054547335,0,2.5,0,0,2.20550129603263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.53,"Athlete 1","Training","",1,2021-10-25 00:03:31,2.01919647693134,0,NA,0,NA,0.0251932926147807,0,2.5,0,0,2.01919647693134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.54,"Athlete 1","Training","",1,2021-10-25 00:03:31,1.79045575521532,0,NA,0,NA,0.0274912392821894,0,2,0,0,1.79045575521532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.55,"Athlete 1","Training","",1,2021-10-25 00:03:31,1.52872416579744,0,NA,0,NA,0.0290249459501453,0,2,0,0,1.52872416579744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.56,"Athlete 1","Training","",1,2021-10-25 00:03:31,1.24679172300875,0,NA,0,NA,0.0296705048273335,0,1.5,0,0,1.24679172300875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.57,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.960436346255802,0,NA,0,NA,0.0299750711363916,0,1,0,0,0.960436346255802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.58,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.696463928444964,0,NA,0,NA,0.0303424169774741,0,1,0,0,0.696463928444964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.59,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.523174949445602,0,42,1,19.174739605,0.0300879535009976,0,1,0,0,0.523174949445602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.6,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.546897204531819,0,NA,0,NA,0.0275567075485465,0,1,0,0,0.546897204531819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.61,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.720161345565864,0,NA,0,NA,0.0212240007105022,0,1,0,0,0.720161345565864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.62,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.898986427355685,0,NA,0,NA,0.0108923200896138,0,1,0,0,0.898986427355685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.63,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.996282776408548,0,NA,0,NA,0.00285192394861357,0,1,0,0,0.996282776408548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.64,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.973296897274312,0,NA,0,NA,0.0145894905303435,0,1,0,0,0.973296897274312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.65,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.831173405114222,0,NA,0,NA,0.0232169411300967,0,1,0,0,0.831173405114222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.66,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.605566044543178,0,NA,0,NA,0.0264373204899952,0,1,0,0,0.605566044543178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.67,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.353864258847923,0,NA,0,NA,0.02445337221746,0,0.5,0,0,0.353864258847923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.68,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.154446856542731,0,NA,0,NA,0.0191431350254261,0,0.5,0,0,0.154446856542731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.69,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.164611831463966,0,NA,0,NA,0.0128932722220118,0,0.5,0,0,0.164611831463966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.7,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.263762296177564,0,NA,0,NA,0.00735202038076579,0,0.5,0,0,0.263762296177564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.71,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.323204684782957,0,NA,0,NA,0.00332442747016234,0,0.5,0,0,0.323204684782957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.72,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.334521529075105,0,NA,0,NA,0.00390874866428175,0,0.5,0,0,0.334521529075105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.73,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.301557680385191,0,NA,0,NA,0.00731433066821185,0,0.5,0,0,0.301557680385191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.74,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.232238539398766,0,NA,0,NA,0.0100262053905241,0,0.5,0,0,0.232238539398766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.75,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.143596546986025,0,NA,0,NA,0.0110763054389817,0,0.5,0,0,0.143596546986025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.76,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.0833154486479052,0,NA,0,NA,0.0101898164937479,0,0.5,0,0,0.0833154486479052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.77,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.12263630688479,0,NA,0,NA,0.0076703053299236,0,0.5,0,0,0.12263630688479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.78,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.18218263509566,0,NA,0,NA,0.00433107038832122,0,0.5,0,0,0.18218263509566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.79,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.21405165603359,0,NA,0,NA,0.00203679174800352,0,0.5,0,0,0.21405165603359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.8,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.211243607252733,0,NA,0,NA,0.00348576593557437,0,0.5,0,0,0.211243607252733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.81,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.179158198386332,0,NA,0,NA,0.00506434934773011,0,0.5,0,0,0.179158198386332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.82,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.129049281091817,0,NA,0,NA,0.00554770366281959,0,0.5,0,0,0.129049281091817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.83,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.0737464391747584,0,NA,0,NA,0.0050744225437032,0,0.5,0,0,0.0737464391747584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.84,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.0270944721469641,0,NA,0,NA,0.00409640697875949,0,0.5,0,0,0.0270944721469641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.85,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.031695969600283,0,NA,0,NA,0.00310961035135771,0,0.5,0,0,0.031695969600283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.86,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.0606755274561137,0,NA,0,NA,0.00262097062960756,0,0.5,0,0,0.0606755274561137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.87,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.083266107152644,0,NA,0,NA,0.00321259313973288,0,0.5,0,0,0.083266107152644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.88,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.101602836819534,0,NA,0,NA,0.00464554257408079,0,0.5,0,0,0.101602836819534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.89,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.12346433012317,0,NA,0,NA,0.00600748553218427,0,0.5,0,0,0.12346433012317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.9,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.155362594554007,0,NA,0,NA,0.00656574129264479,0,0.5,0,0,0.155362594554007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.91,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.193029693475793,0,NA,0,NA,0.00631070582996866,0,0.5,0,0,0.193029693475793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.92,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.224260808883746,0,NA,0,NA,0.00630200283750482,0,0.5,0,0,0.224260808883746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.93,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.241889636805492,0,NA,0,NA,0.00714226127260347,0,0.5,0,0,0.241889636805492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.94,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.254473132561756,0,NA,0,NA,0.00739993587125278,0,0.5,0,0,0.254473132561756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.95,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.281751798621045,0,NA,0,NA,0.00632265526762254,0,0.5,0,0,0.281751798621045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.96,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.333074035486089,0,NA,0,NA,0.00807959808540864,0,0.5,0,0,0.333074035486089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.97,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.40772592565862,0,NA,0,NA,0.0151132092324239,0,0.5,0,0,0.40772592565862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.98,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.517908531811811,0,NA,0,NA,0.0232152914643714,0,1,0,0,0.517908531811811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.99,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.679364877895239,0,NA,0,NA,0.0300141282231368,0,1,0,0,0.679364877895239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,"Athlete 1","Training","",1,2021-10-25 00:03:31,0.88297542397921,0,NA,0,NA,0.0362870701787886,0,1,0,0,0.88297542397921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.01,"Athlete 1","Training","",1,2021-10-25 00:03:32,1.10576284492196,0,NA,0,NA,0.0444501005573425,0,1.5,0,0,1.10576284492196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.02,"Athlete 1","Training","",1,2021-10-25 00:03:32,1.34930189093182,0,NA,0,NA,0.0533121168487144,0,1.5,0,0,1.34930189093182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.03,"Athlete 1","Training","",1,2021-10-25 00:03:32,1.64574626973423,0,NA,0,NA,0.057006788937538,0,2,0,0,1.64574626973423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.04,"Athlete 1","Training","",1,2021-10-25 00:03:32,2.00205944953583,0,NA,0,NA,0.0500190946832775,0,2.5,0,0,2.00205944953583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.05,"Athlete 1","Training","",1,2021-10-25 00:03:32,2.352635657124,0,NA,0,NA,0.0321699118798673,0,2.5,0,0,2.352635657124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.06,"Athlete 1","Training","",1,2021-10-25 00:03:32,2.59506597756983,0,NA,0,NA,0.0162118412824164,0,3,0,0,2.59506597756983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.07,"Athlete 1","Training","",1,2021-10-25 00:03:32,2.66609718163135,2.66609718163135,NA,0,NA,0.0292008459379808,3,3,1,2.66609718163135,2.66609718163135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.08,"Athlete 1","Training","",1,2021-10-25 00:03:32,2.58752386431208,0,NA,0,NA,0.042651911263265,0,3,0,0,2.58752386431208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.09,"Athlete 1","Training","",1,2021-10-25 00:03:32,2.44828899660543,0,NA,0,NA,0.0430145709049393,0,2.5,0,0,2.44828899660543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.1,"Athlete 1","Training","",1,2021-10-25 00:03:32,2.32795546180545,0,NA,0,NA,0.0309936577814014,0,2.5,0,0,2.32795546180545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.11,"Athlete 1","Training","",1,2021-10-25 00:03:32,2.23376007207499,0,NA,0,NA,0.0152693972624226,0,2.5,0,0,2.23376007207499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.12,"Athlete 1","Training","",1,2021-10-25 00:03:32,2.13381779378008,0,NA,0,NA,0.0173031184255036,0,2.5,0,0,2.13381779378008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.13,"Athlete 1","Training","",1,2021-10-25 00:03:32,2.03321503697569,0,NA,0,NA,0.0268634061102458,0,2.5,0,0,2.03321503697569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.14,"Athlete 1","Training","",1,2021-10-25 00:03:32,1.9825430322398,0,NA,0,NA,0.0284537742125077,0,2,0,0,1.9825430322398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.15,"Athlete 1","Training","",1,2021-10-25 00:03:32,2.01132239844386,0,NA,0,NA,0.0220623340851256,0,2.5,0,0,2.01132239844386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.16,"Athlete 1","Training","",1,2021-10-25 00:03:32,2.08411601736053,0,NA,0,NA,0.0124067639012315,0,2.5,0,0,2.08411601736053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.17,"Athlete 1","Training","",1,2021-10-25 00:03:32,2.14059702793445,0,NA,0,NA,0.00807574095042943,0,2.5,0,0,2.14059702793445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.18,"Athlete 1","Training","",1,2021-10-25 00:03:32,2.14623132485752,0,NA,0,NA,0.011659819777017,0,2.5,0,0,2.14623132485752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.19,"Athlete 1","Training","",1,2021-10-25 00:03:32,2.098800690209,0,NA,0,NA,0.0142890489685242,0,2.5,0,0,2.098800690209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.2,"Athlete 1","Training","",1,2021-10-25 00:03:32,2.01222420499685,0,NA,0,NA,0.0149650926366303,0,2.5,0,0,2.01222420499685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.21,"Athlete 1","Training","",1,2021-10-25 00:03:32,1.90430632243239,0,NA,0,NA,0.0147180476250035,0,2,0,0,1.90430632243239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.22,"Athlete 1","Training","",1,2021-10-25 00:03:32,1.79313285726866,0,NA,0,NA,0.0136021799609611,0,2,0,0,1.79313285726866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.23,"Athlete 1","Training","",1,2021-10-25 00:03:32,1.69518770183059,0,NA,0,NA,0.0110993474665316,0,2,0,0,1.69518770183059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
