"row_number","athlete_name","session_type","session_name","session_num","time","C_res_acc","C_peak_mag","C_f_time","C_Jump","C_jh","C_PL","C_acc_zone","C_acc_zone_time","C_ma_Peak","C_raw_peak_mag","C_active_time","L_res_acc","L_peak_mag","L_f_time","L_Jump","L_jh","L_PL","L_acc_zone","L_acc_zone_time","L_ma_Peak","L_raw_peak_mag","L_active_time","R_res_acc","R_peak_mag","R_f_time","R_Jump","R_jh","R_PL","R_acc_zone","R_acc_zone_time","R_ma_Peak","R_raw_peak_mag","R_active_time"
44.56,"Athlete 1","Training","",1,2021-10-25 00:03:12,1.58664119515313,0,NA,0,NA,0.00611584526642052,0,2,0,0,1.58664119515313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.57,"Athlete 1","Training","",1,2021-10-25 00:03:12,1.61822396942176,0,NA,0,NA,0.0068466642179744,0,2,0,0,1.61822396942176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.58,"Athlete 1","Training","",1,2021-10-25 00:03:12,1.66364652971886,0,NA,0,NA,0.00699085918595328,0,2,0,0,1.66364652971886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.59,"Athlete 1","Training","",1,2021-10-25 00:03:12,1.72411566833265,0,NA,0,NA,0.00758743433762308,0,2,0,0,1.72411566833265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.6,"Athlete 1","Training","",1,2021-10-25 00:03:12,1.79915926391698,0,NA,0,NA,0.00908104791204472,0,2,0,0,1.79915926391698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.61,"Athlete 1","Training","",1,2021-10-25 00:03:12,1.88922850975185,0,NA,0,NA,0.010902442533752,0,2,0,0,1.88922850975185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.62,"Athlete 1","Training","",1,2021-10-25 00:03:12,1.99532979211202,0,NA,0,NA,0.012486768222761,0,2,0,0,1.99532979211202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.63,"Athlete 1","Training","",1,2021-10-25 00:03:12,2.11675655035361,0,NA,0,NA,0.0136940224759601,0,2.5,0,0,2.11675655035361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.64,"Athlete 1","Training","",1,2021-10-25 00:03:12,2.24982158605271,0,NA,0,NA,0.0145896445006925,0,2.5,0,0,2.24982158605271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.65,"Athlete 1","Training","",1,2021-10-25 00:03:12,2.3886819007294,0,NA,0,NA,0.0151342074810543,0,2.5,0,0,2.3886819007294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.66,"Athlete 1","Training","",1,2021-10-25 00:03:12,2.5267970172742,0,NA,0,NA,0.0149332097821604,0,3,0,0,2.5267970172742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.67,"Athlete 1","Training","",1,2021-10-25 00:03:12,2.65689033977597,0,NA,0,NA,0.013119134308589,0,3,0,0,2.65689033977597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.68,"Athlete 1","Training","",1,2021-10-25 00:03:12,2.76855277033041,0,NA,0,NA,0.00863537992344992,0,3,0,0,2.76855277033041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.69,"Athlete 1","Training","",1,2021-10-25 00:03:12,2.84517935488423,0,NA,0,NA,0.00269626091741572,0,3,0,0,2.84517935488423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.7,"Athlete 1","Training","",1,2021-10-25 00:03:12,2.86435442235182,2.86435442235182,NA,0,NA,0.0115450699624369,3,3,1,2.86435442235182,2.86435442235182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.71,"Athlete 1","Training","",1,2021-10-25 00:03:12,2.8049272091226,0,NA,0,NA,0.0239101289960392,0,3,0,0,2.8049272091226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.72,"Athlete 1","Training","",1,2021-10-25 00:03:12,2.65867580245437,0,NA,0,NA,0.0347957869328053,0,3,0,0,2.65867580245437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.73,"Athlete 1","Training","",1,2021-10-25 00:03:12,2.43879062607811,0,NA,0,NA,0.0413630165227312,0,2.5,0,0,2.43879062607811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.74,"Athlete 1","Training","",1,2021-10-25 00:03:12,2.17682103989198,0,NA,0,NA,0.0422939790531622,0,2.5,0,0,2.17682103989198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.75,"Athlete 1","Training","",1,2021-10-25 00:03:12,1.90665754442809,0,NA,0,NA,0.0386100548980134,0,2,0,0,1.90665754442809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.76,"Athlete 1","Training","",1,2021-10-25 00:03:12,1.64677943777547,0,NA,0,NA,0.0332698097756726,0,2,0,0,1.64677943777547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.77,"Athlete 1","Training","",1,2021-10-25 00:03:12,1.39798094062217,0,NA,0,NA,0.0290816605807943,0,1.5,0,0,1.39798094062217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.78,"Athlete 1","Training","",1,2021-10-25 00:03:12,1.15799018471562,0,NA,0,NA,0.0267938910854877,0,1.5,0,0,1.15799018471562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.79,"Athlete 1","Training","",1,2021-10-25 00:03:12,0.936664862823737,0,NA,0,NA,0.0263224628210035,0,1,0,0,0.936664862823737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.8,"Athlete 1","Training","",1,2021-10-25 00:03:12,0.76758876054509,0,NA,0,NA,0.0272919223590132,0,1,0,0,0.76758876054509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.81,"Athlete 1","Training","",1,2021-10-25 00:03:12,0.712303233428991,0,39,1,16.40323925125,0.0270120292857347,0,1,0,0,0.712303233428991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.82,"Athlete 1","Training","",1,2021-10-25 00:03:12,0.791732280363048,0,NA,0,NA,0.0220393816366749,0,1,0,0,0.791732280363048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.83,"Athlete 1","Training","",1,2021-10-25 00:03:12,0.917357262544369,0,NA,0,NA,0.0118459162354054,0,1,0,0,0.917357262544369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.84,"Athlete 1","Training","",1,2021-10-25 00:03:12,0.977810415772013,0,NA,0,NA,0.00802413466526668,0,1,0,0,0.977810415772013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.85,"Athlete 1","Training","",1,2021-10-25 00:03:12,0.910171317287152,0,NA,0,NA,0.0199468989172268,0,1,0,0,0.910171317287152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.86,"Athlete 1","Training","",1,2021-10-25 00:03:12,0.71168025791644,0,NA,0,NA,0.0285748015563291,0,1,0,0,0.71168025791644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.87,"Athlete 1","Training","",1,2021-10-25 00:03:12,0.431236031045161,0,NA,0,NA,0.0300838540893732,0,0.5,0,0,0.431236031045161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.88,"Athlete 1","Training","",1,2021-10-25 00:03:12,0.161238693241689,0,NA,0,NA,0.0248608220635953,0,0.5,0,0,0.161238693241689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.89,"Athlete 1","Training","",1,2021-10-25 00:03:12,0.171974678867402,0,NA,0,NA,0.0156859276780952,0,0.5,0,0,0.171974678867402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.9,"Athlete 1","Training","",1,2021-10-25 00:03:12,0.304630295400471,0,NA,0,NA,0.00634400500364679,0,0.5,0,0,0.304630295400471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.91,"Athlete 1","Training","",1,2021-10-25 00:03:12,0.35493026673527,0,NA,0,NA,0.00360213835434827,0,0.5,0,0,0.35493026673527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.92,"Athlete 1","Training","",1,2021-10-25 00:03:12,0.332357442697355,0,NA,0,NA,0.0070100984621839,0,0.5,0,0,0.332357442697355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.93,"Athlete 1","Training","",1,2021-10-25 00:03:12,0.268199584731785,0,NA,0,NA,0.00841229212008392,0,0.5,0,0,0.268199584731785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.94,"Athlete 1","Training","",1,2021-10-25 00:03:12,0.190302793402065,0,NA,0,NA,0.00839274592057425,0,0.5,0,0,0.190302793402065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.95,"Athlete 1","Training","",1,2021-10-25 00:03:12,0.115328059020064,0,NA,0,NA,0.00797720072296832,0,0.5,0,0,0.115328059020064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.96,"Athlete 1","Training","",1,2021-10-25 00:03:12,0.0605739580765019,0,NA,0,NA,0.0074095978135875,0,0.5,0,0,0.0605739580765019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.97,"Athlete 1","Training","",1,2021-10-25 00:03:12,0.0754989444539634,0,NA,0,NA,0.00624011091804454,0,0.5,0,0,0.0754989444539634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.98,"Athlete 1","Training","",1,2021-10-25 00:03:12,0.125927696910522,0,NA,0,NA,0.00409367088045134,0,0.5,0,0,0.125927696910522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.99,"Athlete 1","Training","",1,2021-10-25 00:03:12,0.163867890654692,0,NA,0,NA,0.00133829854401192,0,0.5,0,0,0.163867890654692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"Athlete 1","Training","",1,2021-10-25 00:03:12,0.175045139439529,0,NA,0,NA,0.00227888292230293,0,0.5,0,0,0.175045139439529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.01,"Athlete 1","Training","",1,2021-10-25 00:03:13,0.157259873879933,0,NA,0,NA,0.00451513734032367,0,0.5,0,0,0.157259873879933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.02,"Athlete 1","Training","",1,2021-10-25 00:03:13,0.118301659700457,0,NA,0,NA,0.00549627316387229,0,0.5,0,0,0.118301659700457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.03,"Athlete 1","Training","",1,2021-10-25 00:03:13,0.0736544989635474,0,NA,0,NA,0.00512357574355992,0,0.5,0,0,0.0736544989635474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.04,"Athlete 1","Training","",1,2021-10-25 00:03:13,0.0453328374901083,0,NA,0,NA,0.00385669880426061,0,0.5,0,0,0.0453328374901083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.05,"Athlete 1","Training","",1,2021-10-25 00:03:13,0.046526929478878,0,NA,0,NA,0.00267825138533592,0,0.5,0,0,0.046526929478878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.06,"Athlete 1","Training","",1,2021-10-25 00:03:13,0.0536369292225524,0,NA,0,NA,0.00294652720822414,0,0.5,0,0,0.0536369292225524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.07,"Athlete 1","Training","",1,2021-10-25 00:03:13,0.0597711165231345,0,NA,0,NA,0.00416040243719795,0,0.5,0,0,0.0597711165231345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.08,"Athlete 1","Training","",1,2021-10-25 00:03:13,0.0803206190115189,0,NA,0,NA,0.00510990373473761,0,0.5,0,0,0.0803206190115189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.09,"Athlete 1","Training","",1,2021-10-25 00:03:13,0.120236298170865,0,NA,0,NA,0.00527502653457297,0,0.5,0,0,0.120236298170865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.1,"Athlete 1","Training","",1,2021-10-25 00:03:13,0.16791939974821,0,NA,0,NA,0.00457431164508113,0,0.5,0,0,0.16791939974821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.11,"Athlete 1","Training","",1,2021-10-25 00:03:13,0.210841972996427,0,NA,0,NA,0.0034967246491918,0,0.5,0,0,0.210841972996427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.12,"Athlete 1","Training","",1,2021-10-25 00:03:13,0.242335665478923,0,NA,0,NA,0.00336934194054283,0,0.5,0,0,0.242335665478923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.13,"Athlete 1","Training","",1,2021-10-25 00:03:13,0.266624645913688,0,NA,0,NA,0.0053037623677131,0,0.5,0,0,0.266624645913688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.14,"Athlete 1","Training","",1,2021-10-25 00:03:13,0.302904350893345,0,NA,0,NA,0.00917669136076722,0,0.5,0,0,0.302904350893345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.15,"Athlete 1","Training","",1,2021-10-25 00:03:13,0.380880447579034,0,NA,0,NA,0.0144162054834402,0,0.5,0,0,0.380880447579034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.16,"Athlete 1","Training","",1,2021-10-25 00:03:13,0.520637807037367,0,NA,0,NA,0.019443225963664,0,1,0,0,0.520637807037367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.17,"Athlete 1","Training","",1,2021-10-25 00:03:13,0.714825908082489,0,NA,0,NA,0.0225568765981627,0,1,0,0,0.714825908082489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.18,"Athlete 1","Training","",1,2021-10-25 00:03:13,0.928801561834287,0,NA,0,NA,0.0250042765852021,0,1,0,0,0.928801561834287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.19,"Athlete 1","Training","",1,2021-10-25 00:03:13,1.11584276538694,0,NA,0,NA,0.0329915708647222,0,1.5,0,0,1.11584276538694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.2,"Athlete 1","Training","",1,2021-10-25 00:03:13,1.25324895651347,0,NA,0,NA,0.048542054260496,0,1.5,0,0,1.25324895651347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.21,"Athlete 1","Training","",1,2021-10-25 00:03:13,1.39178153438217,0,NA,0,NA,0.0646413091551703,0,1.5,0,0,1.39178153438217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.22,"Athlete 1","Training","",1,2021-10-25 00:03:13,1.64671391117051,0,NA,0,NA,0.0725221564507413,0,2,0,0,1.64671391117051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.23,"Athlete 1","Training","",1,2021-10-25 00:03:13,2.05819166007638,0,NA,0,NA,0.0663325370936581,0,2.5,0,0,2.05819166007638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.24,"Athlete 1","Training","",1,2021-10-25 00:03:13,2.51336568389282,0,NA,0,NA,0.0455580296474427,0,3,0,0,2.51336568389282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.25,"Athlete 1","Training","",1,2021-10-25 00:03:13,2.8485188138482,0,NA,0,NA,0.0155569682001588,0,3,0,0,2.8485188138482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.26,"Athlete 1","Training","",1,2021-10-25 00:03:13,2.95441057800557,2.95441057800557,NA,0,NA,0.0171668318544771,3,3,1,2.95441057800557,2.95441057800557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.27,"Athlete 1","Training","",1,2021-10-25 00:03:13,2.82014350742203,0,NA,0,NA,0.0406231990137233,0,3,0,0,2.82014350742203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.28,"Athlete 1","Training","",1,2021-10-25 00:03:13,2.52888722921856,0,NA,0,NA,0.0511164889822996,0,3,0,0,2.52888722921856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.29,"Athlete 1","Training","",1,2021-10-25 00:03:13,2.21157964871784,0,NA,0,NA,0.0476791794012634,0,2.5,0,0,2.21157964871784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.3,"Athlete 1","Training","",1,2021-10-25 00:03:13,1.97077561005088,0,NA,0,NA,0.0342728476714906,0,2,0,0,1.97077561005088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.31,"Athlete 1","Training","",1,2021-10-25 00:03:13,1.82650656042721,0,NA,0,NA,0.018868992057033,0,2,0,0,1.82650656042721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.32,"Athlete 1","Training","",1,2021-10-25 00:03:13,1.75048648607192,0,NA,0,NA,0.0162325904763391,0,2,0,0,1.75048648607192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.33,"Athlete 1","Training","",1,2021-10-25 00:03:13,1.73837376284332,0,NA,0,NA,0.0251994871498109,0,2,0,0,1.73837376284332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.34,"Athlete 1","Training","",1,2021-10-25 00:03:13,1.81503139292332,0,NA,0,NA,0.0317746194146685,0,2,0,0,1.81503139292332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.35,"Athlete 1","Training","",1,2021-10-25 00:03:13,1.98269212568463,0,NA,0,NA,0.0331125204657756,0,2,0,0,1.98269212568463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.36,"Athlete 1","Training","",1,2021-10-25 00:03:13,2.19566837879882,0,NA,0,NA,0.0292219189025345,0,2.5,0,0,2.19566837879882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.37,"Athlete 1","Training","",1,2021-10-25 00:03:13,2.38459179740229,0,NA,0,NA,0.0216277214073847,0,2.5,0,0,2.38459179740229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.38,"Athlete 1","Training","",1,2021-10-25 00:03:13,2.4871882003781,0,NA,0,NA,0.0154821457763262,0,2.5,0,0,2.4871882003781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.39,"Athlete 1","Training","",1,2021-10-25 00:03:13,2.46581707484213,0,NA,0,NA,0.0189615939473861,0,2.5,0,0,2.46581707484213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.4,"Athlete 1","Training","",1,2021-10-25 00:03:13,2.31623063755252,0,NA,0,NA,0.0268055141102857,0,2.5,0,0,2.31623063755252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.41,"Athlete 1","Training","",1,2021-10-25 00:03:13,2.06993319514374,0,NA,0,NA,0.0312072490170728,0,2.5,0,0,2.06993319514374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.42,"Athlete 1","Training","",1,2021-10-25 00:03:13,1.78765758821308,0,NA,0,NA,0.0294244235078064,0,2,0,0,1.78765758821308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.43,"Athlete 1","Training","",1,2021-10-25 00:03:13,1.54009142411094,0,NA,0,NA,0.0218854870357909,0,2,0,0,1.54009142411094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.44,"Athlete 1","Training","",1,2021-10-25 00:03:13,1.37759394995908,0,NA,0,NA,0.0114065401683995,0,1.5,0,0,1.37759394995908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.45,"Athlete 1","Training","",1,2021-10-25 00:03:13,1.30848038397866,0,NA,0,NA,0.00374379742188081,0,1.5,0,0,1.30848038397866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.46,"Athlete 1","Training","",1,2021-10-25 00:03:13,1.30933391915687,0,NA,0,NA,0.00748072163105632,0,1.5,0,0,1.30933391915687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.47,"Athlete 1","Training","",1,2021-10-25 00:03:13,1.34895259723775,0,NA,0,NA,0.00965030996849988,0,1.5,0,0,1.34895259723775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.48,"Athlete 1","Training","",1,2021-10-25 00:03:13,1.39759765832104,0,NA,0,NA,0.00845109276024311,0,1.5,0,0,1.39759765832104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.49,"Athlete 1","Training","",1,2021-10-25 00:03:13,1.43050232512561,0,NA,0,NA,0.00586353963392005,0,1.5,0,0,1.43050232512561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.5,"Athlete 1","Training","",1,2021-10-25 00:03:13,1.43415804983823,0,NA,0,NA,0.00439625062912641,0,1.5,0,0,1.43415804983823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.51,"Athlete 1","Training","",1,2021-10-25 00:03:13,1.40852756070879,0,NA,0,NA,0.00485703524334156,0,1.5,0,0,1.40852756070879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.52,"Athlete 1","Training","",1,2021-10-25 00:03:13,1.36221211212886,0,NA,0,NA,0.00570953592053679,0,1.5,0,0,1.36221211212886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.53,"Athlete 1","Training","",1,2021-10-25 00:03:13,1.30516477072289,0,NA,0,NA,0.00626181738884611,0,1.5,0,0,1.30516477072289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.54,"Athlete 1","Training","",1,2021-10-25 00:03:13,1.24389772051735,0,NA,0,NA,0.00651302352487415,0,1.5,0,0,1.24389772051735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.55,"Athlete 1","Training","",1,2021-10-25 00:03:13,1.18068483829409,0,NA,0,NA,0.00661181834436809,0,1.5,0,0,1.18068483829409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.56,"Athlete 1","Training","",1,2021-10-25 00:03:13,1.11551255007524,0,NA,0,NA,0.00670628672781443,0,1.5,0,0,1.11551255007524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.57,"Athlete 1","Training","",1,2021-10-25 00:03:13,1.04849196936306,0,NA,0,NA,0.00679887482296243,0,1.5,0,0,1.04849196936306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.58,"Athlete 1","Training","",1,2021-10-25 00:03:13,0.980793923857505,0,NA,0,NA,0.00679334995697861,0,1,0,0,0.980793923857505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.59,"Athlete 1","Training","",1,2021-10-25 00:03:13,0.913766187767912,0,NA,0,NA,0.00669528733044412,0,1,0,0,0.913766187767912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.6,"Athlete 1","Training","",1,2021-10-25 00:03:13,0.847695383698079,0,NA,0,NA,0.0066392730742914,0,1,0,0,0.847695383698079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.61,"Athlete 1","Training","",1,2021-10-25 00:03:13,0.781910234540402,0,NA,0,NA,0.00666547598116015,0,1,0,0,0.781910234540402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.62,"Athlete 1","Training","",1,2021-10-25 00:03:13,0.716265671105504,0,NA,0,NA,0.0065682635582729,0,1,0,0,0.716265671105504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.63,"Athlete 1","Training","",1,2021-10-25 00:03:13,0.652448537010612,0,NA,0,NA,0.00608087506082857,0,1,0,0,0.652448537010612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.64,"Athlete 1","Training","",1,2021-10-25 00:03:13,0.593828333357748,0,NA,0,NA,0.00515204038565065,0,1,0,0,0.593828333357748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.65,"Athlete 1","Training","",1,2021-10-25 00:03:13,0.544161153596943,0,NA,0,NA,0.00402713304995971,0,1,0,0,0.544161153596943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.66,"Athlete 1","Training","",1,2021-10-25 00:03:13,0.506382946210069,0,NA,0,NA,0.00306411171438267,0,1,0,0,0.506382946210069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.67,"Athlete 1","Training","",1,2021-10-25 00:03:13,0.482024416966921,0,NA,0,NA,0.00235308819909399,0,0.5,0,0,0.482024416966921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.68,"Athlete 1","Training","",1,2021-10-25 00:03:13,0.470779480245198,0,NA,0,NA,0.00169984610699738,0,0.5,0,0,0.470779480245198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.69,"Athlete 1","Training","",1,2021-10-25 00:03:13,0.470381108697601,0,NA,0,NA,0.00140231086803738,0,0.5,0,0,0.470381108697601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
