ms,xacc,yacc,zacc
166599,0.07,0.37,0.9
166607,0.08,0.4,0.87
166615,0.09,0.41,0.84
166624,0.1,0.41,0.79
166635,0.11,0.4,0.74
166643,0.11,0.36,0.68
166652,0.12,0.33,0.63
166660,0.12,0.29,0.57
166668,0.1,0.26,0.54
166676,0.07,0.22,0.51
166685,0.06,0.19,0.48
166696,0.05,0.14,0.48
166704,0.05,0.11,0.48
166713,0.04,0.08,0.49
166721,0.03,0.02,0.49
166729,0.01,-0.01,0.5
166737,0,-0.02,0.52
166749,0.02,-0.04,0.58
166757,0.02,-0.05,0.64
166765,0.01,-0.04,0.73
166774,0,0,0.83
166782,0,0.04,0.93
166790,-0.03,0.07,1.01
166798,-0.08,0.04,1.04
166810,-0.11,0.02,1.02
166818,-0.11,0,0.97
166826,-0.06,-0.01,0.97
166835,-0.01,0,1.01
166843,0.02,-0.01,1.06
166851,0.05,-0.03,1.12
166859,0.01,-0.02,1.18
166871,0.03,0.08,1.31
166879,0.03,0.08,1.35
166887,0.04,0.08,1.35
166896,0.03,0.07,1.4
166904,0.01,0.1,1.44
166912,0.01,0.13,1.46
166924,0.03,0.16,1.53
166933,0.05,0.16,1.59
166941,0.07,0.17,1.62
166950,0.07,0.19,1.64
166959,0.06,0.2,1.67
166967,0.05,0.23,1.7
166976,0.05,0.24,1.73
166987,0.04,0.24,1.78
166995,0.02,0.23,1.83
167004,0.01,0.25,1.86
167012,0,0.26,1.9
167020,-0.01,0.26,1.95
167028,-0.03,0.23,2.01
167037,-0.02,0.18,2.08
167048,0,0.14,2.16
167056,0.06,0.09,2.23
167065,0.12,0.1,2.33
167073,0.16,0.15,2.44
167081,0.18,0.1,2.5
167089,0.14,-0.04,2.52
167098,0.12,-0.11,2.46
167109,0.16,0,2.32
167117,0.21,0.16,2.15
167126,0.22,0.35,1.99
167134,0.17,0.51,1.81
167142,0.1,0.7,1.47
167151,0.01,0.81,1.2
167162,-0.01,0.83,1.03
167170,-0.06,0.67,0.76
167178,-0.13,0.48,0.56
167187,-0.13,0.35,0.47
167195,-0.1,0.29,0.38
167203,-0.05,0.29,0.31
167212,0,0.31,0.18
167223,0.01,0.33,-0.03
167232,0.04,0.37,-0.29
167240,0.11,0.42,-0.51
167249,0.18,0.41,-0.58
167257,0.21,0.35,-0.49
167265,0.2,0.25,-0.31
167274,0.14,0.14,-0.12
167285,0.07,-0.06,0.13
167295,0.07,-0.09,0.13
167303,0.03,-0.1,0.22
167311,0.03,-0.08,0.23
167319,0.03,-0.08,0.23
167328,0.03,-0.09,0.21
167340,0.03,-0.09,0.1
167349,0.04,-0.08,0.04
167358,0.05,-0.08,-0.01
167368,0.05,-0.07,-0.03
167377,0.07,-0.05,-0.04
167386,0.09,-0.02,-0.04
167396,0.11,0,-0.03
167407,0.11,0.03,0
167417,0.09,0.05,0.01
167425,0.07,0.07,0.02
167434,0.06,0.1,0.03
167442,0.05,0.12,0.04
167451,0.06,0.16,0.05
167463,0.04,0.21,0.06
167471,0,0.24,0.02
167479,-0.01,0.27,-0.02
167488,0,0.38,-0.04
167496,0.05,0.49,-0.04
167505,0.11,0.61,0.02
167513,0.15,0.73,0.16
167524,0.22,0.96,0.42
167533,0.23,1.17,0.81
167541,0.14,1.02,1.23
167550,0.07,0.72,1.66
167558,-0.14,0.31,2.04
167566,-0.53,-0.09,2.23
167578,-0.73,-0.37,2.22
167586,-0.47,-0.38,2.11
167594,-0.08,-0.22,1.97
167603,0.25,0.05,1.92
167611,0.47,0.29,1.92
167619,0.57,0.5,1.89
167628,0.48,0.81,1.85
167639,0.17,-0.02,1.83
167648,-0.16,-0.02,1.71
167656,-0.21,-0.11,1.62
167664,-0.13,-0.05,1.82
167673,-0.03,-0.06,1.89
167681,0.21,0,1.89
167692,0.3,0.17,2.01
167701,0.21,0.15,1.99
167710,0.08,0.04,1.95
167719,-0.02,-0.03,1.91
167727,-0.11,-0.04,1.91
167736,-0.16,-0.01,1.9
167745,-0.16,0.01,1.83
167756,-0.13,0.02,1.73
167765,-0.06,0.03,1.63
167773,0.04,0.02,1.55
167781,0.11,0.03,1.51
167790,0.13,0.04,1.48
167798,0.13,0.05,1.44
167809,0.13,0.06,1.41
167817,0.1,0.07,1.37
167826,0.07,0.06,1.31
167834,0.05,0.04,1.27
167842,0.02,0.03,1.25
167851,0.01,0.02,1.23
167859,-0.01,0.01,1.2
167870,-0.02,0,1.16
167886,0,-0.01,1.03
167897,0.01,0,0.94
167905,0.02,0.01,0.85
167913,0.04,0.04,0.76
167922,0.05,0.07,0.69
167930,0.07,0.08,0.61
167941,0.08,0.06,0.56
167949,0.08,0.06,0.52
167957,0.08,0.07,0.51
167966,0.08,0.07,0.49
167974,0.07,0.08,0.48
167982,0.07,0.1,0.46
167994,0.06,0.16,0.44
168002,0.06,0.18,0.44
168010,0.06,0.18,0.43
168019,0.06,0.19,0.43
168027,0.06,0.21,0.46
168035,0.07,0.23,0.5
168043,0.08,0.23,0.54
168055,0.07,0.25,0.65
168064,0.05,0.25,0.72
168073,0.04,0.25,0.8
168081,0.01,0.23,0.89
168090,-0.01,0.2,0.99
168099,-0.03,0.17,1.1
168107,-0.02,0.16,1.19
168119,-0.01,0.16,1.25
168127,0.01,0.17,1.27
168135,0.02,0.16,1.23
168144,0.01,0.14,1.18
168152,0.01,0.13,1.13
168160,0.01,0.12,1.07
168172,0.03,0.1,1
168180,0.03,0.09,0.95
168188,0.04,0.08,0.9
168196,0.03,0.08,0.87
168205,0.04,0.08,0.86
168213,0.05,0.08,0.88
168221,0.05,0.08,0.9
168233,0.05,0.06,0.93
168241,0.06,0.05,0.96
168249,0.06,0.05,0.98
168257,0.07,0.06,1
168266,0.07,0.05,1.02
168274,0.07,0.06,1.04
168285,0.07,0.06,1.04
168293,0.08,0.06,1.04
168302,0.08,0.07,1.05
168310,0.08,0.08,1.05
168318,0.07,0.09,1.06
168326,0.07,0.08,1.06
168334,0.07,0.08,1.04
168346,0.06,0.07,1.03
168354,0.06,0.05,1.02
168362,0.07,0.05,1
168370,0.06,0.04,1
168379,0.05,0.04,0.99
168387,0.04,0.04,0.98
168395,0.03,0.04,0.97
168406,0.02,0.04,0.97
168415,0.01,0.04,0.97
168423,0,0.03,0.98
168431,0,0.03,0.99
168440,0,0.04,1
168448,0,0.03,1
168456,0.01,0.03,1.01
168467,0.02,0.03,1.01
168475,0.02,0.04,1.01
168484,0.03,0.04,1.01
168492,0.04,0.04,1.01
168500,0.04,0.04,1.01
168508,0.03,0.05,1.01
168516,0.03,0.05,1
168528,0.03,0.05,1
168536,0.03,0.05,1
168544,0.03,0.05,0.99
168552,0.04,0.04,1
168561,0.04,0.04,1
168569,0.04,0.04,1
168580,0.04,0.03,1.01
168588,0.03,0.02,1.02
168597,0.03,0.02,1.02
168605,0.02,0.03,1.01
168613,0.02,0.03,1.01
168621,0.03,0.04,1
168630,0.03,0.04,1
168641,0.03,0.04,1.01
168649,0.02,0.05,1.01
168657,0.02,0.05,1.01
168666,0.02,0.05,1
168674,0.02,0.05,1
168682,0.03,0.06,1
168690,0.03,0.06,1
168701,0.03,0.06,1.01
168710,0.03,0.06,1.01
168718,0.03,0.06,1.01
168726,0.02,0.07,1
168734,0.03,0.07,1
168742,0.03,0.08,1
168751,0.03,0.08,1
168762,0.03,0.08,0.99
168770,0.03,0.08,0.99
168778,0.02,0.09,0.98
168787,0.02,0.09,0.98
168795,0.03,0.1,0.99
168803,0.03,0.1,0.99
168811,0.03,0.11,0.98
168830,0.04,0.14,0.96
168839,0.04,0.17,0.96
168847,0.04,0.19,0.94
168855,0.03,0.2,0.93
168864,0.05,0.21,0.93
168872,0.05,0.21,0.95
168883,0.06,0.23,0.96
168891,0.06,0.23,0.96
168900,0.06,0.24,0.97
168908,0.05,0.25,0.96
168916,0.05,0.27,0.94
168924,0.05,0.29,0.92
168933,0.06,0.3,0.89
168944,0.08,0.33,0.83
168952,0.08,0.31,0.8
168960,0.08,0.31,0.8
168969,0.09,0.31,0.75
168977,0.09,0.31,0.71
168985,0.07,0.28,0.67
168993,0.07,0.22,0.64
169005,0.04,0.13,0.59
169014,0.03,0.09,0.55
169023,0.02,0.05,0.51
169032,0.03,0.02,0.5
169040,0.03,0,0.52
169049,0.01,0,0.56
169058,-0.01,-0.01,0.6
169069,-0.03,-0.01,0.64
169077,-0.01,0,0.7
169086,0.01,0.03,0.77
169094,0.04,0.06,0.82
169102,0.06,0.08,0.85
169110,0.05,0.09,0.87
169122,0.05,0.07,0.87
169130,0.05,0.04,0.87
169138,0.03,0.03,0.88
169146,0.02,0.05,0.92
169155,0.02,0.06,0.97
169163,0.03,0.04,1.03
169171,0.04,0.03,1.09
169182,0.06,0.05,1.14
169191,0.08,0.07,1.19
169199,0.07,0.1,1.23
169207,0.04,0.12,1.26
169215,0,0.13,1.26
169224,-0.01,0.15,1.27
169232,0,0.16,1.31
169243,0,0.14,1.35
169251,0.01,0.11,1.39
169259,0.01,0.11,1.43
169268,0.02,0.13,1.46
169276,0.02,0.13,1.48
169284,0.03,0.13,1.51
169296,0.04,0.13,1.54
169304,0.04,0.12,1.55
169312,0.05,0.12,1.56
169320,0.07,0.15,1.56
169329,0.08,0.16,1.58
169337,0.07,0.15,1.61
169345,0.05,0.15,1.66
169356,0.03,0.15,1.71
169365,0.03,0.15,1.75
169373,0.02,0.15,1.79
169381,0.03,0.16,1.84
169389,0.04,0.14,1.89
169398,0.05,0.09,1.96
169406,0.05,0.05,2.04
169417,0.06,0.04,2.13
169426,0.07,0.03,2.24
169434,0.08,0.01,2.34
169442,0.11,-0.03,2.43
169451,0.11,-0.06,2.45
169459,0.1,-0.04,2.4
169467,0.08,0.03,2.3
169478,0.08,0.17,2.16
169487,0.08,0.33,2.04
169495,0.08,0.52,1.89
169503,0.05,0.67,1.71
169511,-0.02,0.81,1.45
169520,-0.12,0.79,1.16
169531,-0.22,0.65,0.74
169539,-0.22,0.48,0.74
169548,-0.25,0.48,0.56
169556,-0.19,0.39,0.42
169564,-0.07,0.33,0.29
169573,0.04,0.34,0.18
169581,0.15,0.39,0.03
169592,0.27,0.54,-0.38
169602,0.32,0.59,-0.56
169610,0.35,0.59,-0.58
169619,0.35,0.53,-0.44
169628,0.31,0.39,-0.26
169636,0.24,0.2,-0.08
169645,0.18,0.06,0.06
169657,0.11,-0.01,0.15
169665,0.05,-0.07,0.2
169673,0,-0.11,0.24
169681,-0.04,-0.16,0.25
169690,-0.06,-0.19,0.24
169698,-0.08,-0.19,0.21
169713,-0.08,-0.14,0.09
169722,-0.04,-0.08,0.03
169732,-0.01,-0.04,-0.02
169741,0.04,0,-0.06
169750,0.09,0.02,-0.08
169758,0.13,0.01,-0.08
169767,0.15,0,-0.05
169781,0.13,-0.01,-0.02
169791,0.09,-0.02,0.01
169799,-0.02,-0.01,0.06
169807,-0.02,0.02,0.06
169815,-0.05,0.02,0.05
169824,-0.06,0.07,0.02
169837,-0.06,0.08,-0.05
169845,-0.02,0.18,-0.11
169854,0,0.33,-0.08
169862,0.07,0.52,0.04
169870,0.17,0.84,0.2
169879,0.25,1.22,0.41
169887,0.25,1.42,0.74
169899,0.2,1.26,1.22
169907,0.19,0.83,1.71
169915,0.12,0.28,2.11
169924,-0.18,-0.27,2.42
169932,-0.4,-0.64,2.46
169940,-0.36,-0.62,2.27
169952,-0.24,-0.28,2.03
169960,-0.1,0.11,1.9
169968,0,0.4,1.82
169977,0.15,0.61,1.67
169985,0.18,0.72,1.55
169994,0.19,0.61,1.54
170002,0.27,0.59,1.66
170013,0.16,0.32,1.76
170021,-0.06,-0.14,1.74
170030,-0.11,-0.27,1.81
170038,-0.06,-0.11,1.94
170047,0.09,0.04,1.93
170055,0.2,0.08,1.85
170063,0.14,0.05,1.84
170074,-0.02,0.03,1.85
170083,-0.12,0.05,1.85
170091,-0.11,0.07,1.83
170099,-0.05,0.05,1.83
170108,0,0.04,1.8
170116,0.05,0.01,1.7
170127,0.07,0,1.53
170136,0.06,0.01,1.47
170144,0.06,0.03,1.47
170152,0.05,0.03,1.4
170160,0.06,0.05,1.36
170169,0.06,0.05,1.36
170177,0.04,0.03,1.36
170188,0.03,0.01,1.33
170198,0.06,0.01,1.3
170206,0.08,0,1.26
170215,0.09,0,1.22
170224,0.1,0.02,1.16
170232,0.08,0.02,1.09
170241,0.04,0.01,1.03
170252,0.01,0,1.01
170260,-0.01,0,0.98
170268,-0.03,0,0.93
170277,-0.04,-0.01,0.87
170285,-0.04,0,0.81
170293,-0.02,0.02,0.76
170304,0,0.04,0.71
170313,0.03,0.05,0.66
170321,0.06,0.06,0.61
170329,0.08,0.07,0.58
170337,0.1,0.08,0.56
170346,0.1,0.09,0.54
170354,0.1,0.11,0.52
170365,0.11,0.12,0.51
170374,0.11,0.14,0.49
170382,0.1,0.16,0.47
170390,0.1,0.17,0.48
170398,0.08,0.19,0.5
170407,0.07,0.21,0.54
170415,0.07,0.22,0.57
170426,0.07,0.22,0.61
170435,0.05,0.2,0.67
170443,0.01,0.19,0.74
170451,-0.01,0.19,0.83
170459,-0.02,0.21,0.92
170468,-0.02,0.21,1
170479,-0.01,0.21,1.06
170487,0,0.2,1.11
170495,0.02,0.19,1.15
170503,0.05,0.17,1.18
170511,0.02,0.17,1.18
170520,0.04,0.17,1.15
170528,0.04,0.17,1.1
170539,0.05,0.16,1.05
170548,0.05,0.16,1.01
170556,0.05,0.16,0.98
170564,0.04,0.17,0.94
170572,0.04,0.16,0.9
170581,0.04,0.15,0.89
170589,0.05,0.13,0.89
170600,0.04,0.11,0.91
170608,0.04,0.11,0.94
170617,0.04,0.11,0.96
170625,0.06,0.11,0.99
170633,0.07,0.1,1.01
170641,0.08,0.08,1.02
170653,0.08,0.06,1.01
170661,0.07,0.06,1.01
170669,0.07,0.05,1.01
170678,0.06,0.05,1.01
170686,0.06,0.05,1.02
170694,0.05,0.05,1.03
170702,0.03,0.06,1.02
170713,0.02,0.07,1.02
170722,0.02,0.07,1.01
170730,0.03,0.07,1.01
170738,0.05,0.07,1.01
170746,0.05,0.07,1.01
170755,0.05,0.07,1.01
170763,0.06,0.08,1.01
170774,0.06,0.09,1
170782,0.07,0.09,0.99
170790,0.06,0.09,0.98
170798,0.06,0.08,0.98
170807,0.06,0.06,0.98
170815,0.06,0.06,0.99
170823,0.05,0.05,1
170834,0.04,0.04,1.01
170843,0.04,0.04,1.01
170851,0.02,0.05,1.01
170859,0.02,0.04,1.01
170867,0.02,0.04,1.02
170876,0.03,0.05,1.02
170884,0.04,0.06,1.02
170895,0.04,0.06,1.01
170904,0.04,0.06,1
170912,0.04,0.06,0.99
170920,0.04,0.07,0.99
170928,0.04,0.07,0.99
170936,0.03,0.07,1
170945,0.04,0.08,1
170956,0.04,0.08,1
170964,0.04,0.08,1
170972,0.04,0.08,1.01
170981,0.04,0.08,1.01
170989,0.04,0.07,1.01
170997,0.04,0.07,1.02
171005,0.04,0.07,1.02
171017,0.04,0.08,1.01
171025,0.04,0.08,1.01
171033,0.04,0.08,1.01
171042,0.03,0.08,1
171050,0.04,0.09,0.99
171058,0.04,0.09,0.99
171069,0.04,0.1,0.99
171079,0.03,0.11,0.99
171087,0.04,0.11,1
171096,0.05,0.12,1
171105,0.06,0.12,0.99
171113,0.06,0.12,0.98
171122,0.06,0.12,0.98
171133,0.06,0.13,0.99
171142,0.05,0.13,0.99
171150,0.05,0.14,1
171158,0.04,0.15,0.99
171166,0.04,0.16,0.99
171175,0.03,0.16,0.98
171183,0.03,0.17,0.97
171194,0.04,0.19,0.97
171202,0.04,0.21,0.96
171211,0.04,0.22,0.96
171219,0.05,0.23,0.95
171227,0.06,0.25,0.95
171236,0.06,0.26,0.95
171244,0.06,0.27,0.95
171255,0.06,0.28,0.96
171263,0.06,0.29,0.97
171272,0.06,0.29,0.97
171280,0.06,0.31,0.96
171288,0.07,0.33,0.94
171296,0.08,0.33,0.92
171308,0.09,0.33,0.89
171316,0.1,0.34,0.84
171324,0.1,0.34,0.78
171332,0.1,0.35,0.71
171341,0.1,0.35,0.65
171349,0.11,0.31,0.6
171357,0.09,0.25,0.57
171369,0.08,0.2,0.53
171377,0.07,0.16,0.51
171385,0.07,0.11,0.49
171393,0.07,0.07,0.49
171402,0.06,0.02,0.49
171410,0.04,-0.02,0.48
171418,0.02,-0.06,0.49
171430,0.03,-0.09,0.53
171438,0.04,-0.08,0.58
171446,0.04,-0.05,0.64
171454,0.03,0.01,0.69
171463,0.01,0.05,0.73
171471,-0.01,0.08,0.78
171482,-0.01,0.07,0.85
171491,0.01,0.04,0.9
171499,0,0.02,0.93
171507,0.01,-0.01,0.94
171515,0.04,-0.02,0.97
171523,0.04,-0.01,1.02
171532,0.03,0,1.08
171543,0.01,0.08,1.14
171551,0,0.08,1.14
171560,-0.01,0.1,1.18
171568,0,0.13,1.23
171576,0,0.14,1.27
171584,0,0.16,1.31
171593,0.03,0.17,1.37
171604,0.08,0.17,1.47
171612,0.08,0.2,1.51
171621,0.06,0.2,1.51
171629,0.04,0.21,1.52
171637,0.03,0.2,1.52
171645,0.04,0.21,1.55
171657,0.07,0.19,1.63
171666,0.06,0.19,1.66
171674,0.05,0.21,1.69
171683,0.03,0.23,1.72
171692,0.02,0.23,1.75
171701,0.01,0.23,1.77
171709,0.01,0.23,1.8
171721,0.04,0.21,1.85
171729,0.04,0.21,1.88
171737,0.03,0.2,1.92
171745,0.03,0.18,1.96
171754,0.04,0.17,2.03
171762,0.06,0.13,2.11
171770,0.09,0.12,2.21
171781,0.11,0.13,2.32
171790,0.1,0.05,2.4
171798,0.04,-0.08,2.49
171806,0.03,-0.14,2.52
171814,0.09,-0.09,2.46
171823,0.11,0.03,2.33
171831,0.1,0.18,2.17
171842,0.1,0.31,1.97
171851,0.1,0.49,1.69
171859,0.08,0.65,1.46
171867,0,0.78,1.25
171875,-0.02,0.77,0.95
171884,-0.05,0.69,0.69
171895,-0.09,0.56,0.52
171904,-0.11,0.37,0.42
171912,-0.1,0.31,0.37
171920,-0.04,0.36,0.25
171928,0.05,0.44,0.1
171937,0.12,0.51,-0.11
171945,0.14,0.54,-0.36
171957,0.16,0.54,-0.57
171965,0.22,0.57,-0.62
171974,0.28,0.5,-0.5
171982,0.26,0.37,-0.28
171990,0.16,0.2,-0.09
171999,0.09,0.04,0.04
172007,0.03,-0.06,0.13
172019,-0.05,-0.13,0.24
172027,-0.05,-0.16,0.24
172035,-0.06,-0.16,0.25
172044,-0.05,-0.17,0.24
172052,-0.05,-0.16,0.21
172060,-0.03,-0.13,0.15
172072,0.02,-0.09,0.01
172082,0.05,-0.07,-0.04
172091,0.1,-0.06,-0.07
172100,0.13,-0.06,-0.07
172110,0.15,-0.05,-0.05
172119,0.15,-0.03,0
172127,0.12,0,0.03
172139,0.07,0.05,0.06
172147,0,0.09,0.06
172155,-0.03,0.15,0.05
172164,-0.01,0.23,0.02
172172,0.01,0.27,0
172181,0.04,0.28,-0.02
172192,0.07,0.23,-0.03
172202,0.07,0.32,-0.07
172210,0.05,0.46,-0.05
172219,0.03,0.57,0.04
172227,0.02,0.7,0.2
172236,0.11,0.95,0.48
172245,0.11,1.14,0.85
172256,0.06,1.1,1.33
172265,0.09,0.77,1.82
172273,0.08,0.31,2.24
172281,-0.06,-0.01,2.44
172290,-0.29,-0.19,2.36
172298,-0.32,-0.2,2.18
172309,-0.27,-0.12,2.03
172318,-0.18,-0.06,2.06
172326,-0.02,0.05,2.11
172334,0.08,0.22,2.01
172343,0.07,0.32,1.88
172351,0.08,0.56,1.78
172359,0.13,0.65,1.73
172370,-0.01,0.3,1.67
172379,-0.08,-0.08,1.63
172387,0,-0.2,1.77
172396,0.07,-0.12,1.94
172404,0.2,0.02,1.86
172412,0.3,0.09,1.74
172420,0.22,0.08,1.7
172432,0.05,0.05,1.72
172440,-0.04,0,1.77
172448,-0.05,-0.02,1.79
172457,-0.04,-0.02,1.8
172465,-0.04,0,1.7
172474,-0.02,0.03,1.58
172485,0.01,0.05,1.44
172493,0.01,0.03,1.44
172502,0.04,0.03,1.39
172510,0.05,0.04,1.37
172518,0.06,0.05,1.37
172526,0.06,0.05,1.37
172535,0.04,0.04,1.37
172546,0.01,0.04,1.33
172556,0,0.04,1.29
172564,0.01,0.05,1.24
172573,0.02,0.07,1.17
172581,0.02,0.08,1.12
172590,0.01,0.07,1.06
172599,0,0.07,1.01
172618,0,0.08,0.94
172626,0.01,0.05,0.89
172634,0.02,0.04,0.84
172643,0.04,0.04,0.79
172651,0.05,0.04,0.75
172659,0.03,0.03,0.7
172671,0.04,0.05,0.66
172679,0.06,0.07,0.62
172687,0.08,0.08,0.57
172695,0.08,0.08,0.53
172704,0.09,0.08,0.52
172712,0.09,0.1,0.51
172720,0.08,0.12,0.51
172732,0.07,0.12,0.52
172740,0.07,0.13,0.54
172748,0.07,0.14,0.57
172756,0.06,0.16,0.59
172765,0.05,0.17,0.62
172773,0.05,0.18,0.67
172781,0.05,0.19,0.72
172793,0.05,0.21,0.78
172801,0.04,0.2,0.84
172809,0.03,0.19,0.9
172817,0.02,0.2,0.95
172826,0,0.2,0.99
172834,-0.01,0.21,1.04
172845,-0.01,0.2,1.08
172853,-0.01,0.22,1.1
172862,0,0.22,1.11
172870,0.01,0.21,1.1
172878,0.02,0.21,1.08
172887,0.04,0.21,1.04
172895,0.05,0.21,1.02
172906,0.05,0.2,1
172914,0.06,0.18,0.99
172923,0.06,0.16,0.99
172931,0.06,0.14,0.99
172939,0.04,0.12,0.99
172947,0.03,0.11,0.98
172956,0.03,0.1,0.97
172967,0.04,0.07,0.96
172975,0.04,0.05,0.96
172984,0.04,0.04,0.96
172992,0.04,0.03,0.97
173000,0.03,0.04,0.97
173008,0.02,0.03,0.98
173020,0.02,0.03,0.98
173028,0.01,0.04,0.98
173036,0.02,0.05,1
173044,0.02,0.05,1.01
173052,0.03,0.05,1.03
173061,0.03,0.05,1.04
173069,0.02,0.06,1.03
173080,0.03,0.06,1.02
173088,0.05,0.07,1.03
173096,0.06,0.07,1.02
173105,0.05,0.08,1.01
173113,0.05,0.07,1
173121,0.06,0.06,0.99
173129,0.06,0.05,1
173140,0.05,0.05,1
173149,0.05,0.05,1
173157,0.04,0.04,1
173165,0.04,0.03,1
173173,0.05,0.01,1
173181,0.05,0.01,1.01
173189,0.04,0.01,1.02
173201,0.02,0.02,1.02
173209,0.01,0.02,1.02
173217,0.01,0.01,1
173226,0.01,0.02,1
173234,0.02,0.04,0.99
173242,0.02,0.05,0.99
173250,0.03,0.05,0.99
173262,0.02,0.05,1
173270,0.03,0.05,1
173278,0.03,0.05,1
173286,0.03,0.05,1
173294,0.03,0.05,1
173303,0.03,0.05,1
173314,0.04,0.05,1
173322,0.04,0.05,1
173330,0.04,0.05,1.01
173338,0.04,0.04,1.01
173347,0.04,0.05,1.02
173355,0.04,0.05,1.02
173363,0.05,0.05,1.01
173374,0.06,0.06,1
173383,0.06,0.06,1
173391,0.06,0.06,1
173399,0.06,0.07,0.99
173407,0.05,0.08,0.99
173416,0.05,0.09,0.99
173424,0.06,0.09,0.99
173435,0.06,0.11,0.98
173443,0.06,0.13,0.99
173452,0.05,0.13,0.99
173460,0.05,0.14,0.99
173468,0.05,0.15,0.99
173476,0.05,0.17,0.98
173485,0.06,0.18,0.97
173496,0.09,0.19,0.98
173506,0.08,0.19,0.98
173514,0.06,0.19,0.99
173523,0.04,0.2,0.99
173532,0.04,0.21,0.99
173540,0.03,0.24,0.97
173549,0.02,0.25,0.95
173560,0.01,0.26,0.92
173568,0.02,0.28,0.91
173576,0.02,0.3,0.9
173585,0.03,0.29,0.89
173593,0.03,0.27,0.87
173601,0.05,0.26,0.85
173609,0.07,0.26,0.83
173621,0.08,0.25,0.81
173629,0.09,0.23,0.78
173637,0.1,0.21,0.76
173645,0.1,0.19,0.74
173654,0.1,0.19,0.72
173662,0.09,0.21,0.71
173673,0.08,0.22,0.7
173682,0.08,0.22,0.69
173690,0.07,0.21,0.68
173698,0.07,0.19,0.67
173706,0.06,0.17,0.64
173715,0.05,0.16,0.62
173723,0.05,0.14,0.61
173738,0.04,0.08,0.6
173748,0.04,0.06,0.62
173756,0.04,0.04,0.65
173765,0.07,0.03,0.7
173773,0.07,0.02,0.76
173782,0.03,0.01,0.81
173791,0,0.01,0.83
173804,-0.01,0.04,0.83
173812,0.01,0.06,0.82
173820,0.04,0.06,0.81
173828,0.04,0.04,0.81
173837,0.03,0.03,0.84
173845,0.02,0.06,0.9
173857,0.01,0.05,0.97
173865,0.01,0.04,1.04
173874,0.01,0.03,1.08
173882,0.01,0.03,1.14
173890,0.02,0.04,1.17
173898,0.04,0.05,1.2
173907,0.08,0.05,1.23
173918,0.07,0.05,1.25
173926,0.05,0.08,1.29
173935,0.02,0.13,1.32
173943,-0.01,0.17,1.34
173951,-0.03,0.2,1.36
173960,-0.02,0.21,1.39
173968,0,0.21,1.43
173979,0.06,0.22,1.5
173987,0.06,0.24,1.5
173996,0.09,0.24,1.54
174004,0.1,0.24,1.58
174012,0.11,0.25,1.61
174021,0.11,0.25,1.63
174032,0.08,0.29,1.69
174041,0.05,0.31,1.73
174050,0.02,0.31,1.76
174058,0.01,0.31,1.8
174067,0.01,0.31,1.83
174076,0,0.29,1.87
174084,0.01,0.24,1.92
174096,0.01,0.2,1.99
174104,0.01,0.15,2.06
174113,0,0.11,2.16
174121,0.02,0.04,2.27
174129,0.06,-0.02,2.37
174137,0.07,-0.04,2.47
174146,0.06,-0.09,2.52
174157,0.07,-0.11,2.51
174165,0.11,-0.07,2.45
174174,0.15,0.04,2.37
174182,0.16,0.21,2.26
174190,0.13,0.35,2.14
174198,0.11,0.51,1.99
174210,0.07,0.65,1.76
174218,0.02,0.82,1.4
174226,-0.03,0.92,1.1
174235,-0.06,0.84,0.87
174243,-0.13,0.65,0.6
174251,-0.15,0.53,0.49
174260,-0.13,0.44,0.37
174271,-0.06,0.43,0.24
174279,0.06,0.51,0.08
174288,0.12,0.57,-0.1
174296,0.12,0.62,-0.34
174305,0.15,0.67,-0.6
174313,0.27,0.74,-0.67
174322,0.37,0.69,-0.52
174333,0.35,0.38,-0.12
174342,0.25,0.38,-0.16
174350,0.16,0.23,-0.03
174358,0.1,0.16,0.06
174367,0.03,0.09,0.13
174375,-0.02,0.01,0.18
174383,-0.06,-0.07,0.22
174395,-0.06,-0.19,0.25
174404,-0.05,-0.22,0.23
174413,-0.05,-0.22,0.18
174421,-0.03,-0.18,0.11
174430,-0.02,-0.13,0.04
174439,0.01,-0.08,-0.04
174452,0.05,-0.06,-0.1
174461,0.09,-0.04,-0.14
174470,0.11,-0.03,-0.13
174480,0.1,-0.05,-0.09
174489,0.09,-0.05,-0.01
174498,0.05,-0.05,0.08
174507,0.04,-0.01,0.1
174518,0.05,0.05,0.08
174527,0.06,0.13,0.05
174535,0.05,0.18,0.02
174543,0.05,0.24,0
174552,0.06,0.28,-0.02
174560,0.07,0.31,-0.05
174572,0.09,0.31,-0.07
174580,0.11,0.36,-0.07
174589,0.12,0.56,-0.09
174597,0.12,0.69,-0.01
174606,0.08,0.65,0.13
174614,0.05,0.7,0.25
174622,0.18,1.06,0.47
174634,0.27,1.17,0.95
174642,0.21,1.04,1.53
174650,0.08,0.62,1.96
174659,-0.11,0.06,2.32
174667,-0.58,-0.37,2.56
174675,-0.83,-0.47,2.54
174687,-0.61,-0.29,2.32
174695,-0.34,-0.03,2.2
174703,-0.15,0.09,2.15
174712,0.12,0.17,2.03
174720,0.25,0.25,1.92
174728,0.28,0.42,1.77
174737,0.3,0.48,1.63
174748,0.34,0.58,1.52
174756,0.15,0.33,1.61
174765,0.19,-0.04,1.61
174773,0.02,-0.02,1.7
174781,0.1,-0.05,1.88
174790,0.14,0,2.01
174801,0,0.12,1.89
