ms,xacc,yacc,zacc
1148898,0.1,0.18,0.99
1148907,0.1,0.18,0.99
1148916,0.1,0.18,0.99
1148928,0.1,0.18,0.99
1148937,0.1,0.17,0.99
1148946,0.1,0.17,0.99
1148955,0.1,0.17,0.99
1148964,0.1,0.17,0.99
1148973,0.1,0.18,0.99
1148985,0.1,0.17,0.98
1148994,0.1,0.18,0.99
1149004,0.1,0.18,0.99
1149013,0.1,0.18,0.99
1149022,0.1,0.17,0.99
1149031,0.1,0.17,0.99
1149040,0.11,0.18,0.99
1149052,0.11,0.18,0.99
1149061,0.1,0.18,0.99
1149070,0.1,0.18,0.99
1149079,0.1,0.18,0.99
1149088,0.1,0.17,0.99
1149097,0.1,0.17,0.99
1149106,0.11,0.17,0.99
1149118,0.11,0.18,0.99
1149127,0.11,0.18,0.99
1149136,0.11,0.18,0.99
1149145,0.1,0.17,0.99
1149154,0.1,0.18,0.99
1149163,0.1,0.17,0.99
1149175,0.1,0.18,0.99
1149184,0.11,0.18,0.99
1149193,0.11,0.18,0.99
1149203,0.11,0.18,0.99
1149212,0.11,0.17,0.99
1149221,0.1,0.17,0.99
1149230,0.1,0.17,0.99
1149242,0.1,0.17,0.99
1149251,0.1,0.17,0.99
1149260,0.1,0.17,0.99
1149269,0.11,0.18,0.99
1149278,0.1,0.18,0.99
1149287,0.1,0.18,0.99
1149296,0.1,0.18,0.99
1149308,0.1,0.18,0.99
1149317,0.1,0.17,0.99
1149326,0.1,0.17,0.99
1149335,0.1,0.17,0.99
1149344,0.1,0.17,0.99
1149353,0.1,0.17,0.99
1149366,0.1,0.17,0.99
1149375,0.1,0.17,0.99
1149384,0.1,0.18,0.99
1149393,0.1,0.17,0.99
1149402,0.11,0.18,0.99
1149411,0.1,0.17,0.99
1149420,0.11,0.17,0.99
1149432,0.1,0.17,0.99
1149441,0.11,0.17,0.99
1149450,0.1,0.17,0.99
1149459,0.1,0.17,0.99
1149468,0.11,0.18,0.99
1149477,0.11,0.17,0.99
1149486,0.11,0.17,0.99
1149499,0.1,0.17,0.99
1149508,0.1,0.17,0.99
1149517,0.1,0.17,0.99
1149526,0.11,0.17,0.99
1149535,0.1,0.17,0.99
1149544,0.1,0.17,0.99
1149553,0.11,0.17,0.99
1149566,0.11,0.17,0.99
1149575,0.11,0.17,1
1149584,0.11,0.17,0.99
1149593,0.1,0.18,0.99
1149602,0.11,0.17,0.99
1149611,0.1,0.17,0.99
1149623,0.1,0.17,0.99
1149632,0.1,0.17,0.99
1149641,0.1,0.17,0.99
1149650,0.1,0.17,0.98
1149659,0.1,0.17,0.98
1149668,0.1,0.17,0.98
1149677,0.1,0.17,0.99
1149690,0.09,0.17,0.99
1149699,0.09,0.17,0.99
1149708,0.1,0.17,0.99
1149717,0.1,0.18,1
1149726,0.1,0.18,0.99
1149735,0.1,0.17,0.99
1149744,0.1,0.16,0.99
1149756,0.1,0.16,0.99
1149765,0.09,0.16,0.99
1149774,0.09,0.16,0.98
1149783,0.1,0.16,0.99
1149792,0.1,0.16,0.99
1149801,0.1,0.17,0.99
1149814,0.1,0.17,0.99
1149823,0.1,0.17,1
1149832,0.11,0.18,1
1149841,0.11,0.17,0.99
1149850,0.1,0.18,0.99
1149859,0.11,0.17,0.99
1149868,0.11,0.18,0.99
1149880,0.11,0.18,0.99
1149889,0.11,0.17,0.99
1149898,0.11,0.17,0.99
1149907,0.1,0.17,0.99
1149916,0.11,0.17,0.99
1149926,0.11,0.17,0.99
1149935,0.11,0.18,0.98
1149947,0.1,0.18,0.98
1149956,0.1,0.18,0.98
1149965,0.11,0.18,0.99
1149974,0.11,0.18,0.99
1149983,0.11,0.18,0.99
1149992,0.11,0.18,0.99
1150004,0.11,0.18,0.99
1150013,0.11,0.18,0.98
1150022,0.11,0.18,0.99
1150031,0.1,0.18,0.99
1150040,0.11,0.19,0.99
1150049,0.1,0.18,0.99
1150059,0.1,0.18,0.99
1150071,0.1,0.18,0.98
1150080,0.1,0.18,0.98
1150089,0.1,0.18,0.99
1150098,0.1,0.19,0.99
1150107,0.1,0.18,0.99
1150116,0.1,0.18,0.99
1150125,0.1,0.19,0.99
1150137,0.1,0.19,0.99
1150146,0.1,0.19,0.98
1150155,0.1,0.18,0.99
1150164,0.1,0.19,0.99
1150173,0.1,0.19,0.99
1150182,0.1,0.18,0.99
1150191,0.11,0.19,0.99
1150203,0.1,0.19,0.99
1150212,0.1,0.19,0.99
1150222,0.11,0.18,0.99
1150231,0.1,0.19,0.99
1150240,0.1,0.19,0.98
1150249,0.1,0.19,0.99
1150269,0.11,0.19,0.98
1150278,0.11,0.19,0.99
1150287,0.11,0.19,0.99
1150296,0.1,0.18,0.99
1150305,0.1,0.19,0.99
1150314,0.1,0.19,0.99
1150323,0.11,0.19,0.99
1150335,0.11,0.19,0.99
1150345,0.11,0.18,0.99
1150354,0.11,0.19,0.98
1150363,0.11,0.19,0.99
1150372,0.1,0.2,0.99
1150381,0.1,0.2,0.99
1150393,0.1,0.2,0.99
1150402,0.11,0.2,0.99
1150411,0.11,0.2,0.98
1150420,0.11,0.2,0.98
1150429,0.11,0.2,0.99
1150438,0.11,0.2,0.99
1150447,0.11,0.2,0.99
1150459,0.11,0.19,0.98
1150469,0.1,0.19,0.98
1150478,0.11,0.19,0.98
1150487,0.11,0.2,0.98
1150496,0.11,0.2,0.99
1150505,0.11,0.2,0.99
1150514,0.11,0.2,0.99
1150526,0.11,0.2,0.99
1150535,0.11,0.2,0.98
1150544,0.11,0.2,0.98
1150553,0.11,0.2,0.98
1150562,0.11,0.21,0.99
1150571,0.11,0.2,0.98
1150583,0.1,0.2,0.99
1150592,0.1,0.2,0.99
1150601,0.11,0.2,0.98
1150610,0.11,0.2,0.99
1150619,0.1,0.2,0.98
1150628,0.1,0.2,0.98
1150637,0.11,0.2,0.99
1150650,0.1,0.2,0.98
1150659,0.1,0.19,0.98
1150668,0.1,0.19,0.99
1150677,0.1,0.2,0.99
1150686,0.1,0.2,0.99
1150695,0.1,0.19,0.98
1150704,0.1,0.19,0.98
1150716,0.1,0.19,0.98
1150725,0.1,0.19,0.99
1150734,0.1,0.19,0.99
1150743,0.11,0.19,0.99
1150752,0.11,0.19,0.99
1150761,0.11,0.19,0.99
1150773,0.1,0.19,0.99
1150782,0.1,0.19,0.99
1150791,0.1,0.19,0.99
1150800,0.1,0.19,0.98
1150810,0.1,0.19,0.99
1150819,0.11,0.18,0.99
1150828,0.11,0.19,0.98
1150840,0.11,0.19,0.99
1150849,0.11,0.19,0.99
1150858,0.11,0.19,0.98
1150867,0.1,0.18,0.99
1150876,0.1,0.19,0.99
1150885,0.1,0.19,0.99
1150897,0.11,0.19,0.99
1150906,0.11,0.18,0.99
1150915,0.11,0.18,0.98
1150924,0.11,0.17,0.98
1150933,0.1,0.18,0.98
1150943,0.1,0.18,0.98
1150952,0.1,0.18,0.99
1150964,0.1,0.18,0.99
1150973,0.1,0.18,0.99
1150982,0.1,0.19,0.98
1150991,0.1,0.19,0.99
1151000,0.11,0.19,0.99
1151009,0.11,0.19,0.99
1151018,0.1,0.19,0.99
1151030,0.1,0.18,0.99
1151039,0.11,0.18,0.99
1151048,0.11,0.18,0.99
1151058,0.11,0.18,0.99
1151067,0.11,0.19,0.99
1151076,0.11,0.18,0.99
1151088,0.11,0.18,0.98
1151097,0.11,0.18,0.98
1151106,0.11,0.18,0.98
1151115,0.11,0.18,0.99
1151124,0.11,0.18,0.99
1151134,0.1,0.18,0.99
1151143,0.1,0.19,0.99
1151155,0.11,0.19,0.98
1151164,0.11,0.19,0.98
1151173,0.11,0.18,0.99
1151182,0.11,0.18,0.99
1151191,0.11,0.18,0.99
1151200,0.11,0.18,0.99
1151209,0.1,0.18,0.98
1151222,0.1,0.18,0.99
1151231,0.1,0.18,0.99
1151240,0.1,0.18,0.99
1151249,0.11,0.18,0.99
1151258,0.11,0.18,0.99
1151267,0.1,0.18,0.98
1151279,0.1,0.18,0.99
1151288,0.1,0.18,0.99
1151297,0.1,0.18,0.99
1151306,0.1,0.18,0.99
1151315,0.1,0.17,0.99
1151325,0.1,0.18,0.99
1151334,0.1,0.18,0.99
1151346,0.1,0.18,0.99
1151355,0.1,0.18,0.99
1151364,0.11,0.18,0.99
1151373,0.11,0.17,0.99
1151382,0.1,0.17,0.99
1151391,0.1,0.17,0.99
1151400,0.11,0.18,0.99
1151412,0.1,0.17,0.99
1151421,0.1,0.17,1
1151430,0.1,0.18,0.99
1151439,0.11,0.19,0.99
1151448,0.11,0.18,0.99
1151457,0.11,0.18,0.99
1151466,0.1,0.17,0.99
1151479,0.1,0.17,0.99
1151488,0.1,0.17,0.99
1151497,0.1,0.18,0.99
1151506,0.1,0.17,1
1151515,0.1,0.17,0.99
1151524,0.1,0.17,0.99
1151536,0.1,0.17,0.99
1151546,0.1,0.17,0.99
1151555,0.11,0.17,0.99
1151564,0.1,0.18,0.99
1151573,0.1,0.18,0.99
1151582,0.11,0.18,0.99
1151592,0.1,0.17,0.99
1151604,0.1,0.17,0.99
1151613,0.1,0.17,0.99
1151622,0.1,0.17,0.99
1151631,0.1,0.17,0.99
1151640,0.11,0.17,0.98
1151649,0.1,0.17,0.98
1151658,0.11,0.17,0.99
1151671,0.1,0.17,0.99
1151680,0.1,0.17,0.99
1151689,0.1,0.17,0.99
1151698,0.1,0.18,0.99
1151707,0.1,0.17,1
1151716,0.1,0.17,0.99
1151728,0.1,0.17,0.99
1151737,0.11,0.17,0.99
1151746,0.1,0.17,0.99
1151756,0.1,0.17,0.99
1151765,0.11,0.17,0.99
1151774,0.11,0.17,0.98
1151783,0.11,0.16,0.98
1151795,0.11,0.16,0.99
1151804,0.1,0.16,0.99
1151813,0.11,0.16,0.99
1151822,0.1,0.16,0.99
1151831,0.1,0.17,0.99
1151840,0.11,0.17,0.99
1151849,0.11,0.17,0.99
1151866,0.11,0.16,0.99
1151875,0.11,0.17,0.99
1151884,0.1,0.16,0.99
1151894,0.1,0.17,0.99
1151903,0.1,0.16,0.99
1151912,0.1,0.16,0.99
1151926,0.1,0.17,0.98
1151935,0.1,0.16,0.99
1151944,0.1,0.16,0.99
1151953,0.11,0.16,0.99
1151962,0.1,0.16,0.99
1151971,0.1,0.17,1
1151980,0.11,0.17,0.99
1151993,0.1,0.17,0.99
1152002,0.11,0.17,0.99
1152011,0.11,0.16,0.99
1152020,0.11,0.16,0.99
1152029,0.11,0.16,0.99
1152038,0.1,0.16,1
1152047,0.1,0.16,1
1152059,0.1,0.16,1
1152068,0.1,0.16,0.99
1152077,0.1,0.16,0.99
1152086,0.1,0.16,0.99
1152095,0.1,0.16,0.99
1152112,0.11,0.16,0.99
1152128,0.11,0.17,0.99
1152137,0.1,0.17,0.99
1152147,0.1,0.17,0.99
1152156,0.1,0.17,0.99
1152165,0.1,0.17,0.99
1152174,0.1,0.17,0.99
1152183,0.11,0.16,0.99
1152195,0.1,0.16,0.99
1152204,0.11,0.16,0.99
1152213,0.11,0.16,0.99
1152222,0.11,0.16,0.99
1152231,0.11,0.16,0.99
1152241,0.1,0.16,0.99
1152250,0.1,0.16,0.99
1152262,0.1,0.16,0.99
1152271,0.1,0.16,0.99
1152280,0.1,0.16,0.99
1152289,0.1,0.17,0.99
1152298,0.1,0.16,0.99
1152307,0.1,0.17,0.99
1152319,0.1,0.16,0.99
1152328,0.1,0.16,0.99
1152337,0.11,0.16,0.99
1152346,0.1,0.16,0.99
1152355,0.1,0.16,0.99
1152364,0.1,0.16,0.99
1152373,0.1,0.16,0.99
1152386,0.1,0.17,0.99
1152395,0.1,0.16,0.99
1152404,0.1,0.16,0.99
1152413,0.1,0.16,0.99
1152422,0.1,0.16,0.99
1152431,0.1,0.16,0.99
1152440,0.1,0.16,0.99
1152452,0.1,0.16,0.99
1152461,0.1,0.17,0.99
1152470,0.1,0.17,0.99
1152479,0.1,0.17,0.99
1152488,0.1,0.17,0.99
1152497,0.11,0.16,0.99
1152510,0.1,0.16,0.99
1152519,0.1,0.17,1
1152528,0.1,0.17,1
1152537,0.11,0.17,0.99
1152546,0.11,0.17,0.99
1152555,0.11,0.16,0.99
1152564,0.1,0.16,0.99
1152576,0.1,0.16,0.99
1152585,0.1,0.16,0.99
1152594,0.1,0.16,0.99
1152603,0.1,0.16,0.99
1152612,0.1,0.17,0.99
1152621,0.1,0.17,0.99
1152630,0.1,0.17,0.99
1152642,0.1,0.17,0.99
1152651,0.1,0.17,0.99
1152660,0.11,0.17,0.99
1152669,0.1,0.17,0.99
1152679,0.1,0.17,0.99
1152688,0.1,0.17,0.99
1152700,0.1,0.17,0.99
1152709,0.1,0.17,0.99
1152718,0.1,0.17,0.99
1152727,0.1,0.17,0.99
1152736,0.1,0.17,0.99
1152745,0.1,0.17,0.99
1152754,0.1,0.17,0.99
1152766,0.1,0.17,0.99
1152775,0.1,0.17,0.99
1152784,0.1,0.17,0.99
1152793,0.1,0.17,0.99
1152802,0.1,0.17,0.99
1152811,0.1,0.17,0.98
1152820,0.1,0.17,0.98
1152832,0.1,0.17,0.99
1152841,0.11,0.17,0.99
1152850,0.1,0.17,0.99
1152859,0.11,0.17,0.99
1152869,0.1,0.17,0.99
1152878,0.1,0.17,0.99
1152890,0.1,0.17,0.99
1152899,0.11,0.18,0.99
1152908,0.11,0.18,0.99
1152917,0.1,0.17,0.99
1152926,0.1,0.17,0.99
1152935,0.1,0.17,0.99
1152944,0.1,0.17,0.99
1152956,0.11,0.18,0.99
1152965,0.1,0.18,0.99
1152974,0.1,0.18,0.99
1152983,0.11,0.18,0.99
1152992,0.1,0.18,0.99
1153001,0.11,0.18,0.99
1153010,0.1,0.17,0.99
1153022,0.1,0.17,0.99
1153031,0.1,0.18,0.99
1153040,0.11,0.18,0.99
1153049,0.11,0.19,0.99
1153059,0.11,0.17,0.98
1153068,0.11,0.16,0.98
1153077,0.12,0.16,0.98
1153089,0.12,0.17,0.99
1153098,0.12,0.18,1
1153107,0.11,0.19,1
1153116,0.11,0.19,1
1153125,0.11,0.19,1
1153135,0.11,0.18,0.99
1153147,0.1,0.19,0.99
1153156,0.1,0.19,0.99
1153165,0.1,0.19,0.99
1153174,0.1,0.2,1
1153183,0.1,0.19,0.99
1153192,0.09,0.2,0.99
1153201,0.1,0.19,0.99
1153213,0.09,0.18,0.99
1153222,0.1,0.18,0.99
1153232,0.1,0.18,0.99
1153241,0.1,0.18,0.99
1153250,0.1,0.18,0.99
1153259,0.1,0.19,0.99
1153268,0.1,0.19,0.98
1153280,0.1,0.19,0.98
1153290,0.1,0.19,0.98
1153299,0.11,0.18,0.99
1153308,0.11,0.18,0.99
1153317,0.11,0.18,0.98
1153326,0.11,0.18,0.98
1153335,0.11,0.17,0.99
1153347,0.11,0.18,0.98
1153356,0.11,0.17,0.98
1153365,0.11,0.18,0.98
1153374,0.1,0.18,0.99
1153383,0.1,0.18,0.99
1153392,0.1,0.19,0.99
1153405,0.1,0.19,0.99
1153414,0.1,0.18,0.99
1153423,0.1,0.18,0.99
1153432,0.11,0.18,0.99
1153441,0.1,0.18,0.99
1153450,0.11,0.18,0.99
1153460,0.11,0.18,0.99
1153472,0.11,0.18,0.99
1153481,0.1,0.18,0.99
1153490,0.1,0.19,0.99
1153499,0.1,0.19,0.99
1153508,0.1,0.18,0.99
1153517,0.1,0.18,0.98
1153527,0.11,0.17,0.97
1153539,0.11,0.17,0.98
1153548,0.11,0.17,0.98
1153557,0.1,0.17,0.99
1153566,0.11,0.17,0.99
1153575,0.11,0.18,0.99
1153584,0.11,0.18,0.99
1153596,0.11,0.19,1
1153605,0.11,0.19,0.99
1153614,0.1,0.19,1
1153623,0.11,0.18,0.99
1153632,0.11,0.16,0.99
1153641,0.1,0.15,0.99
1153650,0.11,0.16,0.99
1153662,0.1,0.17,0.99
1153672,0.1,0.17,0.99
1153681,0.1,0.17,0.99
1153690,0.1,0.17,0.99
1153699,0.1,0.17,0.99
1153708,0.11,0.18,0.99
1153717,0.11,0.18,0.99
1153729,0.11,0.17,0.99
1153738,0.11,0.17,0.99
1153748,0.11,0.17,0.99
1153757,0.11,0.17,1
1153766,0.11,0.17,1
1153775,0.1,0.17,0.99
1153784,0.1,0.17,0.99
1153796,0.1,0.17,0.98
1153805,0.11,0.17,0.98
1153814,0.11,0.17,0.98
1153823,0.11,0.17,0.98
1153832,0.1,0.17,0.99
1153841,0.11,0.18,0.99
1153853,0.1,0.18,0.99
1153862,0.1,0.19,0.99
1153872,0.1,0.18,0.99
1153881,0.1,0.18,0.99
1153890,0.1,0.18,0.99
1153899,0.1,0.18,0.99
1153908,0.1,0.18,0.99
1153920,0.1,0.18,0.98
1153929,0.1,0.18,0.99
1153938,0.1,0.18,0.99
1153947,0.1,0.18,0.99
1153956,0.1,0.18,0.99
1153965,0.1,0.18,0.99
1153974,0.1,0.18,0.99
1153986,0.1,0.18,0.98
1153995,0.11,0.18,0.99
1154004,0.1,0.17,0.99
1154013,0.11,0.18,0.99
1154022,0.11,0.18,0.99
1154031,0.11,0.19,0.99
1154044,0.11,0.18,0.99
1154053,0.11,0.18,0.99
1154062,0.11,0.18,0.99
1154071,0.11,0.18,0.99
1154080,0.11,0.18,0.99
1154089,0.11,0.18,0.99
1154098,0.1,0.18,0.99
1154110,0.1,0.17,0.98
1154120,0.1,0.18,0.99
1154129,0.1,0.18,0.99
1154138,0.1,0.19,0.99
1154147,0.11,0.19,0.98
1154156,0.11,0.19,0.98
1154165,0.11,0.18,0.98
1154177,0.11,0.18,0.99
1154186,0.11,0.17,0.99
1154195,0.1,0.17,0.99
1154204,0.1,0.17,0.99
1154213,0.11,0.18,0.99
1154222,0.11,0.19,0.99
1154234,0.1,0.2,0.99
1154243,0.1,0.19,0.99
1154252,0.1,0.18,0.99
1154261,0.11,0.17,0.99
1154270,0.11,0.17,0.99
1154279,0.11,0.17,0.98
1154289,0.11,0.17,0.98
1154301,0.1,0.18,0.98
1154310,0.1,0.18,0.98
1154319,0.1,0.18,0.99
1154328,0.1,0.18,0.99
1154337,0.1,0.18,0.99
1154346,0.11,0.18,0.99
1154355,0.11,0.18,0.99
1154375,0.11,0.18,0.99
1154384,0.11,0.18,0.99
1154393,0.11,0.18,0.99
1154402,0.1,0.18,0.98
1154411,0.1,0.18,0.98
1154421,0.11,0.18,0.99
1154433,0.1,0.18,0.99
1154442,0.11,0.18,0.99
1154451,0.1,0.18,0.99
1154460,0.11,0.18,0.99
1154469,0.11,0.18,0.99
1154478,0.11,0.18,0.98
1154487,0.11,0.17,0.98
1154499,0.11,0.18,0.98
1154508,0.11,0.18,0.99
1154517,0.11,0.19,0.99
1154526,0.11,0.18,0.99
1154536,0.1,0.18,0.98
1154545,0.11,0.18,0.99
1154554,0.1,0.18,0.99
1154566,0.1,0.18,0.99
1154575,0.1,0.18,1
1154584,0.1,0.18,1
1154593,0.1,0.19,0.99
1154603,0.1,0.19,0.99
1154612,0.1,0.19,0.99
1154624,0.11,0.19,0.99
1154633,0.11,0.18,0.99
1154642,0.11,0.18,0.98
1154651,0.11,0.18,0.98
1154660,0.11,0.17,0.98
1154669,0.11,0.18,0.98
1154678,0.11,0.17,0.98
1154690,0.11,0.18,0.98
1154699,0.11,0.19,0.99
1154708,0.11,0.19,0.99
1154718,0.11,0.19,0.99
1154727,0.11,0.19,0.99
1154736,0.11,0.19,0.99
1154745,0.11,0.19,0.99
1154757,0.11,0.19,0.99
1154766,0.11,0.19,0.99
1154775,0.11,0.19,0.98
1154784,0.12,0.2,0.98
1154793,0.11,0.2,0.98
1154802,0.11,0.19,0.98
1154812,0.11,0.19,0.98
1154824,0.11,0.19,0.98
1154833,0.11,0.19,0.99
1154842,0.11,0.19,0.99
1154851,0.11,0.2,0.99
1154860,0.11,0.2,0.99
1154869,0.11,0.2,0.99
1154881,0.12,0.2,0.99
1154890,0.11,0.2,0.98
1154900,0.11,0.19,0.98
1154909,0.1,0.2,0.98
1154918,0.1,0.19,0.98
1154927,0.1,0.19,0.98
1154936,0.1,0.19,0.98
1154948,0.1,0.19,0.99
1154957,0.1,0.18,0.98
1154966,0.1,0.19,0.98
1154975,0.11,0,0.98
1154984,0.11,0.19,0.99
1154994,0.12,0.19,0.98
1155003,0.12,0.19,0.98
1155015,0.12,0.19,0.98
1155024,0.12,0.2,0.99
1155033,0.12,0.2,0.99
1155042,0.13,0.2,0.99
1155051,0.13,0.21,0.98
1155060,0.12,0.21,0.99
1155069,0.12,0.21,0.99
1155082,0.1,0.21,0.99
1155091,0.1,0.21,0.98
1155100,0.1,0.21,0.99
1155109,0.1,0.21,0.98
1155118,0.11,0.22,0.98
1155127,0.11,0.21,0.98
1155139,0.11,0.21,0.98
1155148,0.11,0.21,0.98
1155157,0.11,0.21,0.98
1155167,0.11,0.21,0.98
1155176,0.11,0.22,0.98
1155185,0.11,0.23,0.98
1155194,0.1,0.24,0.97
1155207,0.1,0.23,0.97
1155216,0.1,0.23,0.97
1155225,0.1,0.23,0.97
1155234,0.09,0.24,0.97
1155243,0.09,0.24,0.98
1155252,0.07,0.23,0.99
1155261,0.07,0.23,0.99
1155273,0.08,0.23,1
1155283,0.08,0.22,1
1155292,0.08,0.22,1
1155301,0.08,0.22,0.99
1155310,0.09,0.22,0.98
1155319,0.08,0.24,0.97
1155331,0.07,0.25,0.97
1155340,0.06,0.25,0.97
1155349,0.05,0.26,0.97
1155358,0.05,0.26,0.99
1155368,0.05,0.26,0.99
1155377,0.05,0.25,1
1155386,0.05,0.25,1
1155398,0.04,0.23,1
1155407,0.04,0.22,1
1155416,0.03,0.22,0.99
1155425,0.04,0.23,0.99
1155434,0.04,0.23,0.99
1155444,0.05,0.23,0.99
1155453,0.05,0.23,0.98
1155465,0.06,0.24,0.97
1155474,0.06,0.24,0.97
1155483,0.07,0.24,0.96
1155492,0.09,0.24,0.96
1155501,0.1,0.22,0.95
1155511,0.12,0.22,0.95
1155523,0.11,0.2,0.95
1155532,0.12,0.21,0.95
1155541,0.13,0.21,0.95
1155550,0.13,0.21,0.95
1155559,0.13,0.21,0.94
1155568,0.13,0.21,0.94
1155578,0.13,0.23,0.94
1155590,0.1,0.27,0.95
1155599,0.08,0.29,0.97
1155608,0.07,0.29,0.99
1155617,0.04,0.28,1
1155627,0.02,0.29,1
1155636,0,0.3,0.99
1155645,0,0.31,0.97
1155657,-0.02,0.31,0.96
1155666,-0.02,0.32,0.96
1155675,-0.01,0.33,0.95
1155684,0.05,0.34,0.95
1155694,0.09,0.35,0.95
1155703,0.12,0.36,0.96
1155715,0.14,0.36,0.98
1155724,0.17,0.35,1.01
1155733,0.18,0.34,1.02
1155743,0.18,0.33,1.02
1155752,0.18,0.33,1.01
1155761,0.18,0.33,0.99
1155770,0.17,0.32,0.96
1155782,0.17,0.31,0.88
1155791,0.15,0.31,0.85
1155800,0.18,0.3,0.83
1155810,0.2,0.3,0.83
1155819,0.2,0.28,0.85
1155828,0.21,0.26,0.88
1155840,0.21,0.25,0.94
1155849,0.22,0.25,0.96
1155859,0.21,0.24,0.98
1155868,0.2,0.22,0.99
1155877,0.2,0.21,0.99
1155886,0.19,0.2,1.01
1155895,0.18,0.19,1.01
1155907,0.18,0.19,1.01
1155916,0.18,0.2,1.02
1155925,0.18,0.21,1.03
1155934,0.18,0.22,1.02
1155944,0.17,0.23,1.02
1155953,0.16,0.21,1.03
1155962,0.15,0.21,1.02
1155979,0.14,0.22,1
1155988,0.13,0.23,1
1155997,0.13,0.23,0.99
1156006,0.12,0.23,0.99
1156015,0.12,0.23,0.99
1156024,0.14,0.24,0.99
1156038,0.15,0.24,0.99
1156047,0.2,0.25,0.98
1156056,0.22,0.25,0.98
1156066,0.23,0.25,0.98
1156075,0.24,0.24,0.97
1156084,0.24,0.22,0.97
1156093,0.24,0.22,0.96
1156105,0.22,0.22,0.95
1156114,0.21,0.22,0.95
1156124,0.19,0.22,0.94
1156133,0.18,0.23,0.95
1156142,0.17,0.23,0.93
1156151,0.16,0.23,0.94
1156163,0.16,0.23,0.94
1156172,0.17,0.23,0.95
1156181,0.17,0.24,0.94
1156191,0.17,0.25,0.95
1156200,0.17,0.24,0.95
1156209,0.18,0.24,0.95
1156221,0.18,0.25,0.96
1156230,0.19,0.24,0.96
1156239,0.2,0.25,0.97
1156248,0.21,0.25,0.96
1156257,0.23,0.24,0.97
1156267,0.24,0.23,0.97
1156276,0.25,0.23,0.97
1156288,0.25,0.24,0.96
1156297,0.25,0.24,0.96
1156306,0.24,0.26,0.96
1156315,0.23,0.26,0.95
1156325,0.21,0.26,0.95
1156334,0.2,0.26,0.95
1156343,0.19,0.25,0.96
1156355,0.18,0.25,0.96
1156365,0.18,0.26,0.95
1156374,0.17,0.25,0.96
1156383,0.17,0.24,0.95
1156392,0.17,0.24,0.96
1156401,0.17,0.25,0.95
1156413,0.17,0.25,0.95
1156422,0.16,0.24,0.96
1156431,0.16,0.24,0.96
1156440,0.16,0.24,0.96
1156449,0.15,0.24,0.96
1156459,0.16,0.25,0.97
1156468,0.17,0.25,0.97
1156480,0.17,0.27,0.96
1156489,0.17,0.28,0.97
1156498,0.17,0.28,0.98
1156507,0.17,0.28,0.98
1156517,0.17,0.27,0.98
1156526,0.17,0.27,0.98
1156538,0.17,0.28,0.97
1156547,0.17,0.28,0.97
1156556,0.17,0.28,0.96
1156565,0.16,0.27,0.95
1156574,0.15,0.26,0.94
1156584,0.15,0.26,0.94
1156593,0.14,0.26,0.94
1156605,0.15,0.26,0.94
1156614,0.15,0.26,0.94
1156624,0.15,0.25,0.95
1156633,0.16,0.25,0.97
1156642,0.16,0.25,0.97
1156651,0.15,0.25,0.98
1156663,0.15,0.25,0.98
1156672,0.14,0.25,0.99
1156681,0.14,0.25,0.99
1156690,0.13,0.25,0.98
1156700,0.13,0.25,0.98
1156709,0.13,0.25,0.98
1156718,0.13,0.25,0.98
1156730,0.15,0.24,0.98
1156740,0.16,0.25,0.99
1156749,0.16,0.24,0.99
1156758,0.15,0.24,0.99
1156767,0.16,0.24,0.98
1156776,0.15,0.24,0.98
1156788,0.15,0.24,0.98
1156797,0.14,0.24,0.98
1156807,0.14,0.24,0.98
1156816,0.13,0.24,0.97
1156825,0.13,0.25,0.96
1156834,0.13,0.25,0.97
1156844,0.13,0.25,0.96
1156856,0.14,0.25,0.96
1156865,0.14,0.24,0.96
1156874,0.14,0.25,0.97
1156883,0.15,0.25,0.97
1156892,0.14,0.25,0.98
1156901,0.13,0.25,0.98
1156913,0.12,0.25,0.98
1156922,0.12,0.26,0.98
1156931,0.12,0.26,0.98
1156940,0.12,0.26,0.97
1156949,0.13,0.26,0.96
1156958,0.13,0.26,0.95
1156968,0.13,0.26,0.95
1156980,0.13,0.25,0.95
1156989,0.13,0.25,0.95
1156998,0.13,0.26,0.95
1157007,0.13,0.26,0.97
1157016,0.12,0.25,0.98
1157026,0.12,0.26,0.98
1157038,0.11,0.26,0.98
1157047,0.11,0.26,0.98
1157056,0.11,0.25,0.97
1157065,0.11,0.25,0.97
1157074,0.11,0.25,0.97
1157083,0.11,0.24,0.98
1157092,0.11,0.25,0.98
1157104,0.11,0.25,0.98
1157113,0.12,0.25,0.98
1157122,0.12,0.24,0.98
1157131,0.11,0.24,0.98
1157140,0.11,0.24,0.98
1157149,0.11,0.25,0.99
1157162,0.11,0.25,0.99
1157171,0.11,0.25,0.98
1157180,0.12,0.25,0.98
1157189,0.12,0.24,0.98
1157198,0.13,0.25,0.97
1157208,0.13,0.25,0.97
1157217,0.13,0.25,0.96
1157229,0.13,0.25,0.96
1157238,0.13,0.25,0.96
1157247,0.13,0.25,0.96
1157256,0.13,0.25,0.97
1157265,0.12,0.24,0.96
1157274,0.12,0.25,0.97
1157286,0.12,0.24,0.97
1157295,0.12,0.24,0.97
1157304,0.12,0.24,0.96
1157314,0.12,0.24,0.97
