"row_number","athlete_name","session_type","session_name","session_num","time","C_res_acc","C_peak_mag","C_f_time","C_Jump","C_jh","C_PL","C_acc_zone","C_acc_zone_time","C_ma_Peak","C_raw_peak_mag","C_active_time","L_res_acc","L_peak_mag","L_f_time","L_Jump","L_jh","L_PL","L_acc_zone","L_acc_zone_time","L_ma_Peak","L_raw_peak_mag","L_active_time","R_res_acc","R_peak_mag","R_f_time","R_Jump","R_jh","R_PL","R_acc_zone","R_acc_zone_time","R_ma_Peak","R_raw_peak_mag","R_active_time","C_x_raw","C_y_raw","C_z_raw","C_up_id"
0.76,"Athlete 1","Training","",1,2021-04-24 00:14:12,1.0048046936315,0,NA,0,NA,4.95176989306178e-05,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.625555555555542,0.79,0.787590037997225
0.77,"Athlete 1","Training","",1,2021-04-24 00:14:12,1.00017559186449,0,NA,0,NA,5.71819420095357e-05,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344444444444585,0.62,0.784444444444458,0.784582216593457
0.78,"Athlete 1","Training","",1,2021-04-24 00:14:12,0.995112698423893,0,NA,0,NA,6.14884830598455e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366666666666246,0.613333333333375,0.78,0.782156758425658
0.79,"Athlete 1","Training","",1,2021-04-24 00:14:12,0.990589895651075,0,NA,0,NA,5.92951203516643e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322222222222924,0.61,0.78,0.781149137332661
0.8,"Athlete 1","Training","",1,2021-04-24 00:14:12,0.987618970333002,0,NA,0,NA,4.70990320725681e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.601111111111097,0.78,0.781945167111433
0.81,"Athlete 1","Training","",1,2021-04-24 00:14:12,0.986897092646874,0,NA,0,NA,2.90171844285686e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.6,0.78,0.78420692274697
0.82,"Athlete 1","Training","",1,2021-04-24 00:14:12,0.98863175237325,0,NA,0,NA,4.22629840009166e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316666666666193,0.6,0.788333333333381,0.786996319267565
0.83,"Athlete 1","Training","",1,2021-04-24 00:14:12,0.992589142327522,0,NA,0,NA,7.95983385678467e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.6,0.798888888888917,0.789247712348323
0.84,"Athlete 1","Training","",1,2021-04-24 00:14:12,0.998233249140608,0,NA,0,NA,0.000107666174344721,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.6,0.79,0.790310861284011
0.85,"Athlete 1","Training","",1,2021-04-24 00:14:12,1.00477291171522,0,NA,0,NA,0.000111147866179689,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.62,0.79,0.790218651154806
