"row_number","athlete_name","session_type","session_name","session_num","time","C_res_acc","C_peak_mag","C_f_time","C_Jump","C_jh","C_PL","C_acc_zone","C_acc_zone_time","C_ma_Peak","C_raw_peak_mag","C_active_time","L_res_acc","L_peak_mag","L_f_time","L_Jump","L_jh","L_PL","L_acc_zone","L_acc_zone_time","L_ma_Peak","L_raw_peak_mag","L_active_time","R_res_acc","R_peak_mag","R_f_time","R_Jump","R_jh","R_PL","R_acc_zone","R_acc_zone_time","R_ma_Peak","R_raw_peak_mag","R_active_time","C_x_raw","C_y_raw","C_z_raw"
41.09,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.88256506206121,0,NA,0,NA,0.000520188613957139,0,2,0,0,1.88256506206121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381818181839228,0.0372727272729904,1.8463636363635
41.1,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.86352475174937,0,NA,0,NA,0.000345407337775938,0,2,0,0,1.86352475174937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0866666666649824,0.0433333333329965,1.85
41.11,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.83397282726341,0,NA,0,NA,0.000486436099144275,0,2,0,0,1.83397282726341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111249999999716,0.0675000000005684,1.83249999999943
41.12,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.78772114228937,0,NA,0,NA,0.00071851617432532,0,2,0,0,1.78772114228937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0444444444433216,0.0488888888886643,1.82666666666599
41.13,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.72233095121635,0,NA,0,NA,0.000871974041037348,0,2,0,0,1.72233095121635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125000000010658,0.0324999999993605,1.77499999999787
41.14,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.64196652505511,0,NA,0,NA,0.000899084555522554,0,2,0,0,1.64196652505511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572727272729904,0.00636363636350483,1.63818181817958
41.15,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.55677173886159,0,NA,0,NA,0.000800641912839145,0,2,0,0,1.55677173886159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666664982,0.00333333333350176,1.50999999999899
41.16,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.47914456235037,0,NA,0,NA,0.000617708138097954,0,1.5,0,0,1.47914456235037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.0200000000002842,1.47
41.17,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.41878623356662,0,NA,0,NA,0.000413823565883304,0,1.5,0,0,1.41878623356662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052499999999929,0.03,1.4174999999995
41.18,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.37886868339159,0,NA,0,NA,0.000249212574323165,0,1.5,0,0,1.37886868339159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.05,1.36
41.19,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.35507573948571,0,NA,0,NA,0.000175547205123755,0,1.5,0,0,1.35507573948571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575,0.0475,1.36
41.2,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.33792276529374,0,NA,0,NA,0.000229292853176012,0,1.5,0,0,1.33792276529374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372727272726333,0.0245454545452666,1.3518181818179
41.21,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.31705378427487,0,NA,0,NA,0.000349617999280697,0,1.5,0,0,1.31705378427487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359999999998636,0.01,1.32400000000014
41.22,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.28527907683019,0,NA,0,NA,0.000469194390275851,0,1.5,0,0,1.28527907683019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0.0075,1.29
41.23,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.24059677245609,0,NA,0,NA,0.000553397733846734,0,1.5,0,0,1.24059677245609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0844444444445848,0,1.24222222222166
41.24,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.18576360433412,0,NA,0,NA,0.000598054333613725,0,1.5,0,0,1.18576360433412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955555555556678,0.0111111111113357,1.18666666666599
41.25,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.12614554635754,0,NA,0,NA,0.000617636090871214,0,1.5,0,0,1.12614554635754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0849999999998579,0.02,1.1074999999995
41.26,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.06698797279833,0,NA,0,NA,0.000620461110941498,0,1.5,0,0,1.06698797279833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444444444443322,0.011111111111083,1.0366666666665
41.27,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.01111256308202,0,NA,0,NA,0.000603949091762977,0,1.5,0,0,1.01111256308202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154545454544327,0.00181818181814423,1.01363636363629
41.28,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.957953931766404,0,NA,0,NA,0.000577935956227471,0,1,0,0,0.957953931766404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,0,0.98
41.29,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.904585398576985,0,NA,0,NA,0.000573090144015482,0,1,0,0,0.904585398576985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0322222222221661,-0.00222222222216608,0.916666666667004
41.3,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.848279001560648,0,NA,0,NA,0.000604122239323213,0,1,0,0,0.848279001560648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04,-0.00625000000010658,0.84750000000064
41.31,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.788894404896672,0,NA,0,NA,0.000641647449527143,0,1,0,0,0.788894404896672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0275,0.0125,0.77875
41.32,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.729472749249925,0,NA,0,NA,0.000644725684284416,0,1,0,0,0.729472749249925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00727272727284002,0.03272727272716,0.7281818181821
41.33,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.67475283269378,0,NA,0,NA,0.000595546934757153,0,1,0,0,0.67475283269378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199999999994947,0.0466666666664982,0.676666666667509
41.34,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.628695980710317,0,NA,0,NA,0.000504102248895056,0,1,0,0,0.628695980710317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05625,0.05875,0.61625
41.35,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.592701839439798,0,NA,0,NA,0.000398016501232755,0,1,0,0,0.592701839439798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0824999999999289,0.0712499999999645,0.577500000000071
41.36,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.565659878572933,0,NA,0,NA,0.000308806020095407,0,1,0,0,0.565659878572933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0833333333335018,0.553333333332997
41.37,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.545521211604596,0,NA,0,NA,0.000256291974842204,0,1,0,0,0.545521211604596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.100000000000284,0.529999999999716
41.38,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.531020714669804,0,NA,0,NA,0.000234245784782541,0,1,0,0,0.531020714669804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105454545454639,0.115454545454639,0.514545454545361
41.39,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.522456367033493,0,NA,0,NA,0.00022109881703001,0,1,0,0,0.522456367033493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.131111111111336,0.498888888888664
41.4,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.521331953561888,0,NA,0,NA,0.000212960612011123,0,1,0,0,0.521331953561888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102499999999929,0.155000000000142,0.474999999999858
41.41,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.529404395551578,0,NA,0,NA,0.000243146518446637,0,1,0,0,0.529404395551578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.17,0.48
41.42,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.548066178516799,0,NA,0,NA,0.000344741172879542,0,1,0,0,0.548066178516799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0777777777775813,0.194444444444837,0.508888888889675
41.43,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.578620034987938,0,NA,0,NA,0.000500988971171025,0,1,0,0,0.578620034987938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.213750000000178,0.551250000000533
41.44,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.62283756391945,0,NA,0,NA,0.00067449036720446,0,1,0,0,0.62283756391945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.22,0.588181818182269
41.45,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.682501376010124,0,NA,0,NA,0.000827692532257864,0,1,0,0,0.682501376010124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0611111111108304,0.21111111111083,0.636666666667509
41.46,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.757589038169146,0,NA,0,NA,0.000927781792335803,0,1,0,0,0.757589038169146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249999999995737,0.193749999999893,0.713750000000746
41.47,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.844510395192075,0,NA,0,NA,0.000952754625961376,0,1,0,0,0.844510395192075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00750000000007106,0.19,0.81875000000032
41.48,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.936068596547934,0,NA,0,NA,0.000895509986013338,0,1,0,0,0.936068596547934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02,0.21,0.928888888888664
41.49,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.02316641697369,0,NA,0,NA,0.00076242913338886,0,1.5,0,0,1.02316641697369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0181818181818558,0.21,1.01090909090887
41.5,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.09694127271774,0,NA,0,NA,0.00056909943612003,0,1.5,0,0,1.09694127271774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00875000000003553,0.208750000000036,1.06624999999982
41.51,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.15028518988014,0,NA,0,NA,0.000341507244164662,0,1.5,0,0,1.15028518988014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075,0.19625,1.125
41.52,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.17868240480539,0,NA,0,NA,0.00015734988395672,0,1.5,0,0,1.17868240480539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387500000003198,0.177499999999787,1.16875000000032
41.53,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.18075528528194,0,NA,0,NA,0.000246856206388025,1.5,1.5,1,1.18075528528194,1.18075528528194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237499999998934,0.17,1.18
41.54,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.15860689902397,0,NA,0,NA,0.000416644874282514,0,1.5,0,0,1.15860689902397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.17,1.15
41.55,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.11763766321845,0,NA,0,NA,0.000525396291140094,0,1.5,0,0,1.11763766321845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418181818181442,0.168181818181856,1.09090909090928
41.56,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.06562059419487,0,NA,0,NA,0.000548184864165405,0,1.5,0,0,1.06562059419487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.16,1.04555555555567
41.57,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.01129551886972,0,NA,0,NA,0.000485691913085168,0,1.5,0,0,1.01129551886972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.16,1.00250000000021
41.58,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.962979683869599,0,NA,0,NA,0.000355547946721956,0,1,0,0,0.962979683869599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450000000001421,0.164999999999858,0.960000000000568
41.59,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.927455798130738,0,NA,0,NA,0.000193418253634157,0,1,0,0,0.927455798130738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.1625,0.91
41.6,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.909046823440837,0,NA,0,NA,0.000105143482159731,0,1,0,0,0.909046823440837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.151111111111083,0.891111111111083
41.61,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.90878960884946,0,NA,0,NA,0.000201532481312912,0,1,0,0,0.90878960884946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490909090907212,0.128181818181442,0.891818181818558
41.62,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.924018161240339,0,NA,0,NA,0.000287681885087962,0,1,0,0,0.924018161240339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.11,0.910000000000853
41.63,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.948923374800541,0,NA,0,NA,0.000312049812874739,0,1,0,0,0.948923374800541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.11,0.944444444444837
41.64,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.976253839860767,0,NA,0,NA,0.00027906121325977,0,1,0,0,0.976253839860767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475000000003553,0.11,0.971250000000533
41.65,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.999571815846289,0,NA,0,NA,0.000213006988609578,0,1,0,0,0.999571815846289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662500000001066,0.103749999999893,1.00250000000021
41.66,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.01509338432415,0,NA,0,NA,0.000144215969145282,0,1.5,0,0,1.01509338432415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787500000000355,0.0824999999999289,1.01875000000004
41.67,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.02234579834757,0,NA,0,NA,9.80205120028645e-05,0,1.5,0,0,1.02234579834757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.0649999999999053,1.01249999999995
41.68,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.02346766353286,0,NA,0,NA,8.99795600345648e-05,0,1.5,0,0,1.02346766353286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712499999999645,0.06,1.01
41.69,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.02164592506414,0,NA,0,NA,0.000108524765983272,1.5,1.5,1,1.02346766353286,1.02164592506414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068888888888917,0.05,1.01
41.7,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.01955322910012,0,NA,0,NA,0.000123900809547376,0,1.5,0,0,1.01955322910012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.05,1.0125
41.71,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.01849818561845,0,NA,0,NA,0.000116724854152169,0,1.5,0,0,1.01849818561845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549999999998579,0.05,1.02500000000014
41.72,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.01848255293917,0,NA,0,NA,8.40355115283781e-05,0,1.5,0,0,1.01848255293917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349999999998579,0.057500000000071,1.02249999999993
41.73,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.01884225720225,0,NA,0,NA,4.53614773989163e-05,0,1.5,0,0,1.01884225720225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227272727272164,0.0672727272727836,1.02
41.74,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.01891136816914,0,NA,0,NA,5.54436741576893e-05,0,1.5,0,0,1.01891136816914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.07,1.01222222222217
41.75,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.01828526756388,0,NA,0,NA,8.81087834224359e-05,0,1.5,0,0,1.01828526756388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.07,1.01
41.76,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.01667842544254,0,NA,0,NA,0.000105936855448153,0,1.5,0,0,1.01667842544254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.07,1.01
41.77,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.01374878590711,0,NA,0,NA,0.000106710339353506,0,1.5,0,0,1.01374878590711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.07,1.01
41.78,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.00923369247575,0,NA,0,NA,9.42135535341114e-05,0,1.5,0,0,1.00923369247575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05625,0.07625,1.01
41.79,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.00334512286511,0,NA,0,NA,7.27164489199209e-05,0,1.5,0,0,1.00334512286511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.0863636363637115,1.00363636363629
41.8,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.99704932132672,0,NA,0,NA,5.84756990727504e-05,0,1,0,0,0.99704932132672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675000000000711,0.09,0.992499999999929
41.81,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.991913105658431,0,NA,0,NA,7.80016832007764e-05,0,1,0,0,0.991913105658431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.09,0.98
41.82,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.9895159545803,0,NA,0,NA,0.000112492996943934,0,1,0,0,0.9895159545803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.0755555555556678,0.98
41.83,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.990735812026456,0,NA,0,NA,0.000136125347477196,0,1,0,0,0.990735812026456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0.983749999999893
41.84,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.995332813241234,0,NA,0,NA,0.000138869963770932,0,1,0,0,0.995332813241234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537500000001776,0.0537500000001776,0.996249999999822
41.85,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.00207587095741,0,NA,0,NA,0.000120250569247038,0,1.5,0,0,1.00207587095741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436363636364952,0.0436363636364952,1.0063636363635
41.86,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.00927383088799,0,NA,0,NA,8.58832711894737e-05,0,1.5,0,0,1.00927383088799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,1.01
41.87,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.01532856264151,0,NA,0,NA,4.85338659154463e-05,0,1.5,0,0,1.01532856264151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224999999999289,0.0487500000000355,1.01
41.88,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.01905027424654,0,NA,0,NA,4.11451243742608e-05,0,1.5,0,0,1.01905027424654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.04,1.01125000000025
41.89,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.01977109743952,0,NA,0,NA,6.49663344561546e-05,1.5,1.5,1,1.01977109743952,1.01977109743952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233333333335018,0.0433333333335018,1.02
41.9,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.01742052332384,0,NA,0,NA,8.24213805883888e-05,0,1.5,0,0,1.01742052332384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350000000001421,0.0550000000001421,1.02
41.91,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.01260958332685,0,NA,0,NA,8.46872999605304e-05,0,1.5,0,0,1.01260958332685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.06,1.01454545454536
41.92,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.00659862932608,0,NA,0,NA,7.35636374600399e-05,0,1.5,0,0,1.00659862932608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.06,1.00444444444433
41.93,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.00100369311635,0,NA,0,NA,5.56328286344655e-05,0,1.5,0,0,1.00100369311635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.06,0.992499999999929
41.94,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.997277560509812,0,NA,0,NA,4.09272684978116e-05,0,1,0,0,0.997277560509812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.07,0.99
41.95,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.996223327940596,0,NA,0,NA,3.78714352387932e-05,0,1,0,0,0.996223327940596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375,0.07,0.9925
41.96,"Athlete 1","Training","",1,2021-04-06 00:28:43,0.997822705610566,0,NA,0,NA,4.25492468865585e-05,0,1,0,0,0.997822705610566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344444444445848,0.0744444444445848,1
41.97,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.00143522303483,0,NA,0,NA,4.7714398234008e-05,0,1.5,0,0,1.00143522303483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.08,1
41.98,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.00616176457512,0,NA,0,NA,5.05507930101311e-05,0,1.5,0,0,1.00616176457512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.08,1
41.99,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.01111109726859,0,NA,0,NA,4.81972846449885e-05,0,1.5,0,0,1.01111109726859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.08,1.00750000000007
42,"Athlete 1","Training","",1,2021-04-06 00:28:43,1.01547260159837,0,NA,0,NA,3.72505043432247e-05,0,1.5,0,0,1.01547260159837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.08,1.01
42.01,"Athlete 1","Training","",1,2021-04-06 00:28:44,1.01849449087953,0,NA,0,NA,1.71150853135552e-05,0,1.5,0,0,1.01849449087953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.07,1.01124999999996
42.02,"Athlete 1","Training","",1,2021-04-06 00:28:44,1.0195300561499,0,NA,0,NA,1.32827935166766e-05,1.5,1.5,1,1.0195300561499,1.0195300561499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.07,1.02
42.03,"Athlete 1","Training","",1,2021-04-06 00:28:44,1.01822053134438,0,NA,0,NA,3.99458205935103e-05,0,1.5,0,0,1.01822053134438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.0741666666665877,1.01583333333341
42.04,"Athlete 1","Training","",1,2021-04-06 00:28:44,1.01472487899193,0,NA,0,NA,6.11868023171719e-05,0,1.5,0,0,1.01472487899193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.08,1.01
42.05,"Athlete 1","Training","",1,2021-04-06 00:28:44,1.0098163176087,0,NA,0,NA,7.21998800060494e-05,0,1.5,0,0,1.0098163176087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.08,1.01
42.06,"Athlete 1","Training","",1,2021-04-06 00:28:44,1.00470896209802,0,NA,0,NA,7.37397049524774e-05,0,1.5,0,0,1.00470896209802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322222222221661,0.08,1.00222222222217
